test_id,gene_id,gene,locus,isoform_status,CIML,MIML,log2FoldChange,p_value,q_value,significant
ENSMUST00000151138,ENSMUSG00000086765,Gm11827,4:11122804-11126998,lncRNA_annotated,0.554788,0.0359878,3.94636,0.25795,0.669479,FALSE
ENSMUST00000075081,ENSMUSG00000059631,1500035N22Rik,5:24862743-25100642,lncRNA_annotated,0.659012,1.63239,-1.30861,0.25845,0.669846,FALSE
ENSMUST00000200615,ENSMUSG00000105352,C030018K13Rik,5:64477007-64483967,lncRNA_annotated,0.0632293,2.14083,-5.08143,0.259,0.670522,FALSE
ENSMUST00000151310,ENSMUSG00000087473,Gm13883,2:104143072-104410334,lncRNA_annotated,1.29401,2.83268,-1.13032,0.25905,0.670522,FALSE
LNC_000808,XLOC_057543,-,7:36655115-36697602,lncRNA_Novel,0.212526,0.702174,-1.72419,0.25925,0.670782,FALSE
ENSMUST00000187351,ENSMUSG00000099587,Gm28967,6:125168006-125191701,lncRNA_annotated,1331.9,966.186,0.46311,0.2608,0.672515,FALSE
ENSMUST00000196016,ENSMUSG00000105224,Gm3364,5:44472131-44799680,lncRNA_annotated,0.239022,0.670266,-1.48759,0.26115,0.672798,FALSE
ENSMUST00000141700,ENSMUSG00000085786,Gm15987,6:128934380-128984707,lncRNA_annotated,0.83556,0.00963207,6.43875,0.2613,0.672875,FALSE
LNC_000385,XLOC_027531,-,17:53673097-53689333,lncRNA_Novel,0.487594,0.22469,1.11774,0.2617,0.673544,FALSE
LNC_000673,XLOC_045133,-,4:123869742-123881165,lncRNA_Novel,0.398979,0.522112,-0.388049,0.2621,0.673645,FALSE
ENSMUST00000223605,ENSMUSG00000114568,AC187103.2,13:67143671-67145366,lncRNA_annotated,0.417159,0.648532,-0.63658,0.2625,0.674158,FALSE
ENSMUST00000212599,ENSMUSG00000097986,Gm26953,5:112213227-112233720,lncRNA_annotated,0.246404,0.62863,-1.35119,0.2626,0.674209,FALSE
ENSMUST00000182119,ENSMUSG00000097451,Rian,12:109603939-109661716,lncRNA_annotated,51.7424,117.283,-1.18057,0.26325,0.675259,FALSE
ENSMUST00000203451,ENSMUSG00000087289,4933424M12Rik,4:107783719-107789921,lncRNA_annotated,0.988337,0.0149688,6.04497,0.2635,0.675461,FALSE
ENSMUST00000135360,ENSMUSG00000085958,A930019D19Rik,2:146239878-146512004,lncRNA_annotated,0.245338,0.644137,-1.3926,0.26355,0.675461,FALSE
ENSMUST00000145263,ENSMUSG00000086949,Gm13066,4:149518235-149567790,lncRNA_annotated,11.2567,16.1576,-0.521422,0.2636,0.675486,FALSE
ENSMUST00000181273,ENSMUSG00000096929,A330023F24Rik,1:194938818-195092249,lncRNA_annotated,13.6401,17.9727,-0.397954,0.2642,0.675913,FALSE
ENSMUST00000200072,ENSMUSG00000104586,4921539H07Rik,3:58117052-58167616,lncRNA_annotated,0.169573,0.618933,-1.86788,0.2652,0.676955,FALSE
LNC_000238,XLOC_021441,-,14:111368164-111675010,lncRNA_Novel,0.290515,0.545305,-0.908453,0.26525,0.67698,FALSE
ENSMUST00000182580,ENSMUSG00000098234,Snhg6,1:9908637-9944118,lncRNA_annotated,12.8305,7.99578,0.682262,0.2655,0.677412,FALSE
ENSMUST00000147420,ENSMUSG00000086544,Chn1os3,2:73596525-73775346,lncRNA_annotated,0.84891,1.76551,-1.0564,0.2661,0.678119,FALSE
ENSMUST00000221043,ENSMUSG00000112496,AC121569.2,12:9503583-9509637,lncRNA_annotated,2.97582,3.62603,-0.285103,0.2674,0.679578,FALSE
ENSMUST00000188891,ENSMUSG00000074149,Gm10634,9:88688601-88806264,lncRNA_annotated,0.560863,0.146978,1.93205,0.26805,0.679863,FALSE
ENSMUST00000141787,ENSMUSG00000084846,A730011C13Rik,3:94974730-95015448,lncRNA_annotated,1.9658,0.74142,1.40675,0.26805,0.679863,FALSE
LNC_000401,XLOC_028131,-,17:23627220-23629009,lncRNA_Novel,0.733709,0.0693044,3.40419,0.26825,0.679939,FALSE
ENSMUST00000197977,ENSMUSG00000105265,Sox2ot,3:34104437-34682619,lncRNA_annotated,1.81377,3.15069,-0.796679,0.2686,0.680159,FALSE
ENSMUST00000209663,ENSMUSG00000109868,Gm39244,8:107942643-108961630,lncRNA_annotated,0.257766,0.861721,-1.74116,0.26895,0.680635,FALSE
ENSMUST00000204844,ENSMUSG00000107412,Gm20383,6:81984320-81991793,lncRNA_annotated,0.63558,1.04447,-0.716626,0.26935,0.680776,FALSE
ENSMUST00000185272,ENSMUSG00000100826,Snhg14,7:59619157-59904686,lncRNA_annotated,4.41659,1.12799,1.96918,0.26985,0.681552,FALSE
ENSMUST00000218791,ENSMUSG00000112466,AC140338.1,10:107199911-107205775,lncRNA_annotated,0.12246,0.760898,-2.63539,0.27,0.681753,FALSE
LNC_000432,XLOC_029008,-,17:86155361-86167509,lncRNA_Novel,1.31291,0.882851,0.572528,0.2703,0.682254,FALSE
ENSMUST00000144568,ENSMUSG00000087305,A430035B10Rik,6:8492421-8509138,lncRNA_annotated,0.925957,1.27943,-0.466485,0.2706,0.682499,FALSE
LNC_000569,XLOC_036504,-,2:125275526-125279989,lncRNA_Novel,0.502964,0.09609,2.388,0.2705,0.682499,FALSE
ENSMUST00000185943,ENSMUSG00000073147,5031425E22Rik,5:23382307-23433336,lncRNA_annotated,1.22632,0.680013,0.850705,0.27115,0.683015,FALSE
ENSMUST00000163996,ENSMUSG00000087475,4933406I18Rik,7:114315478-114415161,lncRNA_annotated,3.33926,4.52563,-0.438591,0.27145,0.683361,FALSE
ENSMUST00000181241,ENSMUSG00000097879,Gm26869,2:178023283-178034022,lncRNA_annotated,5.30079,6.5311,-0.301118,0.2716,0.683432,FALSE
ENSMUST00000180547,ENSMUSG00000097006,9530082P21Rik,17:23749235-23754065,lncRNA_annotated,2.75524,0.511035,2.43068,0.273,0.685109,FALSE
ENSMUST00000180828,ENSMUSG00000097453,Gm26894,5:28456814-28480973,lncRNA_annotated,0.532711,1.22581,-1.20231,0.27375,0.686222,FALSE
ENSMUST00000069573,ENSMUSG00000055833,1700034H15Rik,1:191890230-191913247,lncRNA_annotated,0.307552,0.6882,-1.162,0.2738,0.686245,FALSE
ENSMUST00000200648,ENSMUSG00000106139,Gm30648,3:134152725-134262161,lncRNA_annotated,0.224377,0.663481,-1.56413,0.2742,0.686941,FALSE
ENSMUST00000148217,ENSMUSG00000084932,Gm15156,X:155573454-155623361,lncRNA_annotated,0.518886,1.52242,-1.55288,0.2745,0.68722,FALSE
ENSMUST00000156664,ENSMUSG00000087502,Gm16091,8:72135258-72160855,lncRNA_annotated,1.42671,0.548411,1.37936,0.27485,0.687487,FALSE
ENSMUST00000144796,ENSMUSG00000086502,B130055M24Rik,7:127442135-127460360,lncRNA_annotated,2.18358,3.07876,-0.495653,0.2751,0.687624,FALSE
ENSMUST00000216483,ENSMUSG00000079564,Gm11149,9:49502135-49798925,lncRNA_annotated,0.371324,0.760437,-1.03415,0.277,0.689916,FALSE
ENSMUST00000219020,ENSMUSG00000112074,AC122301.2,10:9976689-10207981,lncRNA_annotated,12.4401,14.9705,-0.267127,0.27715,0.690012,FALSE
ENSMUST00000199747,ENSMUSG00000104677,Gm43376,3:55625194-56183701,lncRNA_annotated,0.750109,1.47598,-0.976496,0.2772,0.690056,FALSE
ENSMUST00000097612,ENSMUSG00000073594,Gm10545,18:36930183-37841873,lncRNA_annotated,0.338866,0.678834,-1.00235,0.2775,0.690321,FALSE
ENSMUST00000181756,ENSMUSG00000097899,Gm16894,1:40074078-40125231,lncRNA_annotated,0.376924,0.971867,-1.36649,0.2777,0.690636,FALSE
ENSMUST00000146857,ENSMUSG00000085331,Gm11274,13:21769124-21770476,lncRNA_annotated,1.23285,0.274001,2.16974,0.2782,0.690937,FALSE
LNC_000263,XLOC_022409,-,15:76516202-76532063,lncRNA_Novel,1.42256,2.32637,-0.709597,0.2784,0.691128,FALSE
ENSMUST00000181940,ENSMUSG00000097471,5830432E09Rik,7:135537480-135686293,lncRNA_annotated,1.02177,0.379967,1.42713,0.2785,0.691274,FALSE
LNC_000310,XLOC_023617,-,15:78574423-78581571,lncRNA_Novel,2.81662,0.480422,2.55159,0.27855,0.69134,FALSE
ENSMUST00000157551,ENSMUSG00000088176,Gm23094,8:25601600-25719667,lncRNA_annotated,1.90844,0.550645,1.7932,0.2787,0.691406,FALSE
ENSMUST00000125400,ENSMUSG00000074354,Arhgap20os,9:51765351-51875886,lncRNA_annotated,0.458353,0.983231,-1.10107,0.27895,0.691676,FALSE
ENSMUST00000186159,ENSMUSG00000101320,Gm28529,18:6435950-6516108,lncRNA_annotated,0.56825,1.4739,-1.37504,0.27905,0.691771,FALSE
LNC_000837,XLOC_059787,-,8:15036968-15038265,lncRNA_Novel,0.801864,0.182104,2.1386,0.27935,0.692026,FALSE
ENSMUST00000177043,ENSMUSG00000093629,Prox2os,12:85086373-85106431,lncRNA_annotated,0.870676,1.75663,-1.01261,0.27995,0.6929,FALSE
ENSMUST00000182473,ENSMUSG00000094002,Gm9866,12:27134079-27160633,lncRNA_annotated,1.37485,2.27134,-0.724271,0.28125,0.694558,FALSE
LNC_000512,XLOC_031562,-,19:56708727-56714420,lncRNA_Novel,0.0818211,0.493342,-2.59204,0.28185,0.694788,FALSE
ENSMUST00000180722,ENSMUSG00000097131,D230017M19Rik,1:72236464-72284314,lncRNA_annotated,0.389241,0.649662,-0.739027,0.2819,0.694788,FALSE
LNC_000102,XLOC_008622,-,11:58179790-58182005,lncRNA_Novel,0.528714,0.778879,-0.558912,0.2824,0.695613,FALSE
ENSMUST00000190020,ENSMUSG00000064043,Trerf1,17:47140874-47361958,lncRNA_annotated,0.995153,1.76791,-0.829052,0.2838,0.696968,FALSE
ENSMUST00000188038,ENSMUSG00000108621,Gm37494,7:39552499-39580589,lncRNA_annotated,3.15813,3.67687,-0.219404,0.284,0.697306,FALSE
ENSMUST00000214308,ENSMUSG00000111722,AC114645.4,9:65453614-65460399,lncRNA_annotated,0.305205,0.560997,-0.878216,0.2843,0.697686,FALSE
ENSMUST00000196113,ENSMUSG00000106380,Gm3519,5:52374650-52471521,lncRNA_annotated,0.233035,0.52099,-1.16071,0.28435,0.697758,FALSE
ENSMUST00000189331,ENSMUSG00000101014,Gm28289,10:13966074-14154446,lncRNA_annotated,16.7813,33.3602,-0.991277,0.28445,0.697799,FALSE
ENSMUST00000181292,ENSMUSG00000097337,Gm26606,4:123898632-123917269,lncRNA_annotated,1.04428,1.68063,-0.686493,0.28465,0.698086,FALSE
LNC_000559,XLOC_035559,-,2:43731017-43732639,lncRNA_Novel,0.10849,0.697597,-2.68483,0.28475,0.698229,FALSE
ENSMUST00000206774,ENSMUSG00000108390,Gm39038,7:78175958-78657724,lncRNA_annotated,0.248491,1.04704,-2.07506,0.2851,0.698833,FALSE
ENSMUST00000159618,ENSMUSG00000090031,4732440D04Rik,1:6206196-6276648,lncRNA_annotated,2.54812,1.13479,1.16701,0.2864,0.700589,FALSE
LNC_000060,XLOC_005133,-,10:54270068-54657946,lncRNA_Novel,1.03623,0.0483817,4.42073,0.2866,0.701027,FALSE
ENSMUST00000220256,ENSMUSG00000111888,AC118202.1,10:14402582-14551031,lncRNA_annotated,0.620193,0.203082,1.61065,0.28675,0.701139,FALSE
ENSMUST00000174467,ENSMUSG00000092564,BC051226,17:33908181-33909317,lncRNA_annotated,0.181033,0.825283,-2.18863,0.28805,0.702702,FALSE
ENSMUST00000218349,ENSMUSG00000112410,CT009504.3,12:46667316-46692992,lncRNA_annotated,0.622112,0.831592,-0.4187,0.28855,0.703494,FALSE
ENSMUST00000153402,ENSMUSG00000085631,9630028H03Rik,2:134786066-135583584,lncRNA_annotated,0.327121,0.670051,-1.03445,0.28865,0.703635,FALSE
ENSMUST00000181620,ENSMUSG00000097392,D930016D06Rik,5:104525734-104554207,lncRNA_annotated,2.81677,3.51564,-0.319746,0.28885,0.703774,FALSE
ENSMUST00000193853,ENSMUSG00000104237,Gm33533,1:36698113-36757953,lncRNA_annotated,0.236051,0.586662,-1.31343,0.28925,0.704077,FALSE
ENSMUST00000122588,ENSMUSG00000084537,Gm25845,18:25477631-25754157,lncRNA_annotated,1.18826,3.77821,-1.66885,0.2898,0.704396,FALSE
LNC_000678,XLOC_045517,-,4:142295446-142303191,lncRNA_Novel,0.638075,0.80476,-0.334833,0.29015,0.704572,FALSE
ENSMUST00000185204,ENSMUSG00000087022,9130024F11Rik,1:56793980-57042515,lncRNA_annotated,0.566106,2.20349,-1.96065,0.2901,0.704572,FALSE
ENSMUST00000134014,ENSMUSG00000086939,Gm13530,2:33489781-33503632,lncRNA_annotated,0.377301,1.33452,-1.82254,0.2916,0.706523,FALSE
ENSMUST00000190028,ENSMUSG00000101970,1810026B05Rik,7:73426637-73558395,lncRNA_annotated,3.59334,1.26712,1.50377,0.29195,0.706932,FALSE
ENSMUST00000137186,ENSMUSG00000086418,Gm13362,2:19909779-20810713,lncRNA_annotated,0.188037,0.470202,-1.32226,0.29195,0.706932,FALSE
ENSMUST00000219521,ENSMUSG00000112342,AC168058.1,10:101681486-102391469,lncRNA_annotated,1.19771,1.98811,-0.731118,0.29205,0.706951,FALSE
ENSMUST00000224624,ENSMUSG00000114370,AC022682.1,13:37778399-37952005,lncRNA_annotated,0.643183,0.241668,1.4122,0.29345,0.708656,FALSE
ENSMUST00000197165,ENSMUSG00000104592,Gm42721,3:105996956-106032814,lncRNA_annotated,0.237213,0.533106,-1.16824,0.2936,0.708815,FALSE
ENSMUST00000124853,ENSMUSG00000086527,Gm15856,6:121209246-121226854,lncRNA_annotated,1.55704,0.524156,1.57074,0.2946,0.710056,FALSE
ENSMUST00000216791,ENSMUSG00000097820,E530011L22Rik,9:121757206-121759788,lncRNA_annotated,2.37511,3.04671,-0.359259,0.29575,0.711196,FALSE
ENSMUST00000186134,ENSMUSG00000100071,Gm28707,13:42049333-42050287,lncRNA_annotated,0.197664,0.736324,-1.89729,0.2962,0.711718,FALSE
ENSMUST00000212830,ENSMUSG00000110592,4930488N15Rik,8:115585391-115595152,lncRNA_annotated,0.375823,0.558026,-0.570277,0.2964,0.711995,FALSE
ENSMUST00000181305,ENSMUSG00000097515,1700040D17Rik,3:94409394-94412919,lncRNA_annotated,1.62191,2.27949,-0.491016,0.29655,0.712203,FALSE
ENSMUST00000127521,ENSMUSG00000087424,5730405O15Rik,X:13042014-13045297,lncRNA_annotated,0.596976,0.867062,-0.538463,0.2966,0.712272,FALSE
ENSMUST00000139851,ENSMUSG00000087531,Gm15606,9:27790946-28954347,lncRNA_annotated,0.794441,1.88403,-1.24581,0.2968,0.712317,FALSE
ENSMUST00000137970,ENSMUSG00000086968,4933431E20Rik,3:107877228-107898686,lncRNA_annotated,1.40102,3.09522,-1.14357,0.29675,0.712317,FALSE
ENSMUST00000224095,ENSMUSG00000114196,AC154597.1,14:41049116-41069208,lncRNA_annotated,2.53195,3.13463,-0.308049,0.299,0.715022,FALSE
ENSMUST00000153672,ENSMUSG00000086487,Gm11638,11:105360797-105456735,lncRNA_annotated,0.243086,0.509701,-1.06818,0.2993,0.715536,FALSE
ENSMUST00000180816,ENSMUSG00000097686,Gm26647,5:37028334-37150607,lncRNA_annotated,0.540143,1.3982,-1.37216,0.29945,0.715607,FALSE
ENSMUST00000180905,ENSMUSG00000097595,1500002F19Rik,7:130162450-133124354,lncRNA_annotated,0.534949,1.15124,-1.10572,0.29965,0.715696,FALSE
LNC_000573,XLOC_037041,-,2:160645887-160731202,lncRNA_Novel,0.35249,0.783976,-1.15323,0.30025,0.71633,FALSE
ENSMUST00000173811,ENSMUSG00000092203,1110038B12Rik,17:34950237-34952471,lncRNA_annotated,1.06994,0.269023,1.99173,0.30095,0.717135,FALSE
ENSMUST00000209189,ENSMUSG00000109556,Gm38843,6:82803768-82805083,lncRNA_annotated,3.40671,0.971889,1.80952,0.30095,0.717135,FALSE
LNC_000141,XLOC_011982,-,12:6036151-6134641,lncRNA_Novel,0.424254,0.669969,-0.659164,0.302,0.718635,FALSE
ENSMUST00000153372,ENSMUSG00000084950,Gm5577,6:87980420-88045270,lncRNA_annotated,0.232323,0.584289,-1.33055,0.3023,0.718823,FALSE
ENSMUST00000203474,ENSMUSG00000107427,Gm43948,6:101059170-101377897,lncRNA_annotated,0.263013,0.824189,-1.64784,0.3026,0.719333,FALSE
ENSMUST00000129158,ENSMUSG00000085150,Gm16346,8:15892536-17535281,lncRNA_annotated,0.290308,0.616877,-1.0874,0.3029,0.719639,FALSE
ENSMUST00000218557,ENSMUSG00000112742,AC226737.1,10:130542346-130571793,lncRNA_annotated,2.04531,3.29026,-0.685881,0.3036,0.720132,FALSE
ENSMUST00000169055,ENSMUSG00000024845,Tmem134,19:4125933-4132305,lncRNA_annotated,7.53058,5.65581,0.413028,0.30385,0.720369,FALSE
ENSMUST00000181186,ENSMUSG00000097095,Gm26547,17:55557165-55563507,lncRNA_annotated,0.357154,0.527439,-0.56246,0.30395,0.720555,FALSE
ENSMUST00000142833,ENSMUSG00000074281,Gm12522,3:108364910-108383741,lncRNA_annotated,0.331036,0.493439,-0.575885,0.30435,0.721249,FALSE
ENSMUST00000131846,ENSMUSG00000085517,Gm12963,4:130024255-130047774,lncRNA_annotated,0.244306,0.545092,-1.15781,0.3046,0.721689,FALSE
ENSMUST00000146658,ENSMUSG00000078519,2310026L22Rik,4:138215713-138216189,lncRNA_annotated,0.887103,0.574358,0.627153,0.3046,0.721689,FALSE
LNC_000232,XLOC_021335,-,14:102945730-102948124,lncRNA_Novel,0.146941,1.32099,-3.16831,0.3052,0.72255,FALSE
ENSMUST00000100426,ENSMUSG00000075538,Gm10855,2:6539693-7396198,lncRNA_annotated,2.98381,8.58849,-1.52525,0.30665,0.724249,FALSE
LNC_000631,XLOC_042129,-,4:49597890-49600132,lncRNA_Novel,0.445029,0.649348,-0.545092,0.30765,0.725369,FALSE
ENSMUST00000198402,ENSMUSG00000044522,A730020M07Rik,3:121634935-121643482,lncRNA_annotated,0.633271,0.158501,1.99833,0.30835,0.726223,FALSE
ENSMUST00000225665,ENSMUSG00000114382,AC130217.1,13:93040712-93144724,lncRNA_annotated,0.176885,0.591565,-1.74172,0.3098,0.728057,FALSE
LNC_000172,XLOC_016087,-,13:63594746-63597574,lncRNA_Novel,0.417541,1.07489,-1.3642,0.31015,0.728523,FALSE
ENSMUST00000192691,ENSMUSG00000104168,Gm38250,8:105566350-105682922,lncRNA_annotated,0.509001,1.0431,-1.03513,0.3107,0.729255,FALSE
ENSMUST00000215162,ENSMUSG00000111474,AC158630.3,10:18581838-18837979,lncRNA_annotated,0.571147,1.10505,-0.952174,0.31125,0.729883,FALSE
ENSMUST00000129681,ENSMUSG00000086292,Gm16052,17:13712443-13906150,lncRNA_annotated,1.95278,4.18414,-1.0994,0.3115,0.730215,FALSE
LNC_000823,XLOC_058195,-,7:60257684-60742748,lncRNA_Novel,0.236994,0.688763,-1.53915,0.3118,0.730765,FALSE
ENSMUST00000181214,ENSMUSG00000074415,2610203C20Rik,9:41327259-41655483,lncRNA_annotated,4.25541,5.56318,-0.386611,0.31235,0.731391,FALSE
LNC_000124,XLOC_011247,-,11:96992817-96997683,lncRNA_Novel,0.139073,0.518662,-1.89896,0.3125,0.731518,FALSE
ENSMUST00000225160,ENSMUSG00000114595,AC115760.1,14:28904942-29721864,lncRNA_annotated,0.568761,1.24236,-1.12719,0.3133,0.732239,FALSE
ENSMUST00000131416,ENSMUSG00000085615,A330035P11Rik,14:122104375-122106974,lncRNA_annotated,0.548702,0.387288,0.502614,0.31415,0.733104,FALSE
ENSMUST00000181546,ENSMUSG00000097282,5031415H12Rik,17:69969072-70821413,lncRNA_annotated,1.03819,2.04488,-0.977953,0.31435,0.733265,FALSE
LNC_000402,XLOC_028136,-,17:23696133-23700192,lncRNA_Novel,0.60584,0.815431,-0.428627,0.3153,0.733953,FALSE
LNC_000903,XLOC_065892,-,9:82560730-82620946,lncRNA_Novel,0.317285,1.10775,-1.80378,0.31555,0.734173,FALSE
ENSMUST00000211105,ENSMUSG00000110067,6330411D24Rik,4:142598440-143074839,lncRNA_annotated,0.916399,1.29867,-0.502987,0.316,0.734515,FALSE
ENSMUST00000146985,ENSMUSG00000073073,Gm8098,11:30099394-30280491,lncRNA_annotated,1.06655,2.09846,-0.976381,0.31605,0.734529,FALSE
ENSMUST00000221602,ENSMUSG00000113895,AC123705.4,12:100276608-100520826,lncRNA_annotated,0.362283,0.813637,-1.16727,0.31625,0.73474,FALSE
ENSMUST00000192861,ENSMUSG00000102828,Gm38182,18:36930183-37841873,lncRNA_annotated,1.2201,0.617447,0.982613,0.31665,0.735111,FALSE
ENSMUST00000142314,ENSMUSG00000087467,Gm13601,2:67446001-67526614,lncRNA_annotated,0.983872,3.55645,-1.8539,0.31705,0.735684,FALSE
ENSMUST00000224800,ENSMUSG00000114627,CT025566.1,13:107999100-108004669,lncRNA_annotated,0.853316,1.12162,-0.394437,0.31705,0.735684,FALSE
ENSMUST00000176807,ENSMUSG00000093436,Gm20646,1:42694924-42744791,lncRNA_annotated,1.17244,2.7314,-1.22013,0.3171,0.735698,FALSE
ENSMUST00000133550,ENSMUSG00000087269,D330023K18Rik,2:31146456-31152291,lncRNA_annotated,1.78224,2.44648,-0.457015,0.3173,0.735872,FALSE
ENSMUST00000127337,ENSMUSG00000075437,Gm11681,11:112792730-112799008,lncRNA_annotated,0.893897,0.307518,1.53944,0.31755,0.736183,FALSE
ENSMUST00000181751,ENSMUSG00000097554,Gm26825,5:5781529-5783636,lncRNA_annotated,7.81818,6.58276,0.248139,0.31805,0.736899,FALSE
ENSMUST00000188983,ENSMUSG00000100252,Mir124-2hg,3:17789920-17800073,lncRNA_annotated,2.17773,3.15415,-0.534427,0.3197,0.738926,FALSE
ENSMUST00000144545,ENSMUSG00000087143,A830082K12Rik,13:78188972-78279391,lncRNA_annotated,1.35459,3.07437,-1.18244,0.31995,0.738995,FALSE
ENSMUST00000140510,ENSMUSG00000087307,Gm12925,4:123349632-123684360,lncRNA_annotated,0.442283,0.9443,-1.09427,0.32005,0.739037,FALSE
LNC_000882,XLOC_063684,-,9:62140568-62147808,lncRNA_Novel,0.146849,0.533622,-1.86149,0.32095,0.739882,FALSE
ENSMUST00000191079,ENSMUSG00000022639,Dubr,16:50719293-50732773,lncRNA_annotated,0.138609,0.643714,-2.2154,0.32095,0.739882,FALSE
ENSMUST00000137800,ENSMUSG00000086968,4933431E20Rik,3:107877228-107898686,lncRNA_annotated,3.35947,8.92348,-1.40937,0.32195,0.740613,FALSE
ENSMUST00000197981,ENSMUSG00000104807,Gm42865,5:112675374-112680587,lncRNA_annotated,0.257042,0.908684,-1.82177,0.3227,0.741577,FALSE
ENSMUST00000172891,ENSMUSG00000092182,Gm20407,19:27761720-28011140,lncRNA_annotated,1.36196,2.68709,-0.980366,0.3229,0.741834,FALSE
ENSMUST00000133570,ENSMUSG00000086968,4933431E20Rik,3:107877228-107898686,lncRNA_annotated,0.598449,1.25545,-1.0689,0.32295,0.741898,FALSE
ENSMUST00000209301,ENSMUSG00000110020,Gm45441,7:45825222-45883732,lncRNA_annotated,1.19139,3.74842,-1.65364,0.32335,0.742309,FALSE
ENSMUST00000193956,ENSMUSG00000104284,Gm10862,2:4017743-4614043,lncRNA_annotated,1.63662,3.54541,-1.11523,0.3236,0.742694,FALSE
ENSMUST00000181893,ENSMUSG00000097466,D430036J16Rik,9:81628290-81645156,lncRNA_annotated,1.65663,2.8369,-0.776062,0.324,0.74299,FALSE
ENSMUST00000192350,ENSMUSG00000102302,Gm38190,1:165212285-165236943,lncRNA_annotated,1.30742,1.94742,-0.574841,0.3244,0.743501,FALSE
LNC_000448,XLOC_029339,-,18:25906791-26250735,lncRNA_Novel,0.170178,0.576209,-1.75955,0.3244,0.743501,FALSE
ENSMUST00000181550,ENSMUSG00000097156,Gm3764,3:88206812-88225438,lncRNA_annotated,1.02044,0.407317,1.32497,0.32475,0.743645,FALSE
ENSMUST00000180516,ENSMUSG00000097430,Gm10544,18:36930183-37841873,lncRNA_annotated,0.662376,1.20315,-0.861099,0.3252,0.744093,FALSE
ENSMUST00000185746,ENSMUSG00000099907,Gm10421,12:116485832-117276793,lncRNA_annotated,0.451827,0.915209,-1.01833,0.32605,0.744795,FALSE
ENSMUST00000137343,ENSMUSG00000086290,Snhg12,4:132308677-132311024,lncRNA_annotated,1.55915,0.431196,1.85434,0.3269,0.745673,FALSE
ENSMUST00000223171,ENSMUSG00000113252,AC098839.1,13:44010591-44018522,lncRNA_annotated,0.920983,0.340362,1.43611,0.32695,0.745686,FALSE
ENSMUST00000225910,ENSMUSG00000114469,AC152162.1,19:20492714-20643462,lncRNA_annotated,0.751094,2.00726,-1.41816,0.3271,0.745825,FALSE
LNC_000543,XLOC_034731,-,2:165105956-165107314,lncRNA_Novel,0.23017,0.698333,-1.60121,0.32735,0.746193,FALSE
ENSMUST00000113671,ENSMUSG00000096056,Gm21986,X:101274029-101325963,lncRNA_annotated,0.631816,0.275749,1.19615,0.32735,0.746193,FALSE
ENSMUST00000181887,ENSMUSG00000097430,Gm10544,18:36930183-37841873,lncRNA_annotated,0.544711,1.01648,-0.900016,0.32765,0.746522,FALSE
ENSMUST00000136406,ENSMUSG00000087620,5330434G04Rik,X:105348281-105391776,lncRNA_annotated,13.1313,15.3108,-0.221532,0.32785,0.746725,FALSE
ENSMUST00000188945,ENSMUSG00000074415,2610203C20Rik,9:41327259-41655483,lncRNA_annotated,1.46351,3.2625,-1.15655,0.32795,0.746852,FALSE
ENSMUST00000187090,ENSMUSG00000100572,2410021H03Rik,17:69075682-69289989,lncRNA_annotated,1.04975,2.04241,-0.960219,0.3287,0.747408,FALSE
ENSMUST00000203729,ENSMUSG00000096299,Gm21814,6:149566131-149583491,lncRNA_annotated,0.382254,0.55311,-0.533034,0.32875,0.747408,FALSE
ENSMUST00000211631,ENSMUSG00000097248,Gm2694,8:87472811-87525554,lncRNA_annotated,2.43744,1.21761,1.00131,0.3295,0.748239,FALSE
ENSMUST00000208953,ENSMUSG00000109554,A230057D06Rik,7:61704518-61829422,lncRNA_annotated,1.83272,2.2549,-0.29908,0.3297,0.748252,FALSE
ENSMUST00000126467,ENSMUSG00000085316,D330050G23Rik,2:116900151-116912791,lncRNA_annotated,0.645634,1.00787,-0.642523,0.33025,0.748893,FALSE
ENSMUST00000181448,ENSMUSG00000097177,9330159M07Rik,9:88839163-88858870,lncRNA_annotated,1.23166,0.401854,1.61586,0.33065,0.749346,FALSE
ENSMUST00000181660,ENSMUSG00000060424,Pantr1,1:42590781-42694825,lncRNA_annotated,0.367763,1.03246,-1.48924,0.3308,0.749584,FALSE
ENSMUST00000127989,ENSMUSG00000085433,Gm16001,5:124111108-124112264,lncRNA_annotated,0.247517,0.520608,-1.07267,0.33105,0.749797,FALSE
ENSMUST00000148522,ENSMUSG00000085669,Gm14817,X:73793358-73824969,lncRNA_annotated,16.1392,26.316,-0.705376,0.33265,0.751699,FALSE
ENSMUST00000181482,ENSMUSG00000097431,Gm26782,14:50824061-50879003,lncRNA_annotated,1.64898,3.17064,-0.943198,0.3333,0.75251,FALSE
ENSMUST00000143261,ENSMUSG00000087131,Gm16152,1:38177325-38664955,lncRNA_annotated,0.240974,0.502311,-1.05971,0.33345,0.752647,FALSE
ENSMUST00000220167,ENSMUSG00000112466,AC140338.1,10:107199911-107205775,lncRNA_annotated,0.162034,0.604254,-1.89886,0.33455,0.753662,FALSE
ENSMUST00000212714,ENSMUSG00000110471,Gm45823,8:83571697-83594484,lncRNA_annotated,1.53615,2.96952,-0.95091,0.3349,0.754249,FALSE
ENSMUST00000181355,ENSMUSG00000097730,Gm26588,6:88716421-88828360,lncRNA_annotated,0.252123,0.493659,-0.96939,0.33535,0.754857,FALSE
