test_id,gene_id,gene,locus,isoform_status,CIML,MIML,log2FoldChange,p_value,q_value,significant
ENSMUST00000024884,ENSMUSG00000024079,Eif2ak2,17:78852563-78906992,mRNA,28.9019,2.34026,3.62643,5.00E-05,0.00091007,Up
ENSMUST00000134794,ENSMUSG00000026730,Pter,2:12924040-13003455,mRNA,7.6343,16.8065,-1.13846,5.00E-05,0.00091007,Down
ENSMUST00000134825,ENSMUSG00000090122,Kcne1l,X:142304751-142306294,mRNA,11.1111,3.80885,1.54457,5.00E-05,0.00091007,Up
ENSMUST00000072868,ENSMUSG00000050963,Kcns2,15:34837380-34842337,mRNA,4.04693,8.30796,-1.03766,5.00E-05,0.00091007,Down
ENSMUST00000024894,ENSMUSG00000024087,Cyp1b1,17:79706952-79715041,mRNA,8.62988,1.35568,2.67032,5.00E-05,0.00091007,Up
ENSMUST00000046122,ENSMUSG00000039682,Lap3,5:45493373-45512691,mRNA,53.047,16.2847,1.70376,5.00E-05,0.00091007,Up
ENSMUST00000044524,ENSMUSG00000039168,Dap,15:31224313-31274341,mRNA,7.71501,2.5606,1.59119,5.00E-05,0.00091007,Up
ENSMUST00000027477,ENSMUSG00000026259,Ngef,1:87476833-87597845,mRNA,29.9239,95.8952,-1.68016,5.00E-05,0.00091007,Down
ENSMUST00000046285,ENSMUSG00000036887,C1qa,4:136895916-136898803,mRNA,477.425,23.2292,4.36126,5.00E-05,0.00091007,Up
ENSMUST00000131552,ENSMUSG00000051177,Plcb1,2:134786066-135583584,mRNA,9.00537,23.9558,-1.41152,5.00E-05,0.00091007,Down
ENSMUST00000023756,ENSMUSG00000023015,Racgap1,15:99620495-99651656,mRNA,7.75289,3.58717,1.11189,5.00E-05,0.00091007,Up
ENSMUST00000023758,ENSMUSG00000023017,Asic1,15:99670717-99701127,mRNA,10.4307,20.6995,-0.98876,5.00E-05,0.00091007,Down
ENSMUST00000023759,ENSMUSG00000023018,Smarcd1,15:99702175-99713995,mRNA,25.7092,44.2666,-0.783936,5.00E-05,0.00091007,Down
ENSMUST00000128715,ENSMUSG00000031557,Plekha2,8:25039143-25109571,mRNA,12.3213,3.47465,1.82622,5.00E-05,0.00091007,Up
ENSMUST00000027830,ENSMUSG00000026548,Slamf9,1:172475357-172478575,mRNA,14.1037,0.630381,4.48371,5.00E-05,0.00091007,Up
ENSMUST00000161846,ENSMUSG00000063063,Ctnna2,6:76881636-77979699,mRNA,15.4301,34.6153,-1.16566,5.00E-05,0.00091007,Down
ENSMUST00000161807,ENSMUSG00000079197,Psme2,14:55587440-55591113,mRNA,152.152,14.1469,3.42696,5.00E-05,0.00091007,Up
ENSMUST00000068140,ENSMUSG00000054871,Tmem158,9:123259052-123260764,mRNA,11.2509,23.7949,-1.08061,5.00E-05,0.00091007,Down
ENSMUST00000128944,ENSMUSG00000074259,Gramd2,9:59680143-59718874,mRNA,0.727225,2.29036,-1.6551,5.00E-05,0.00091007,Down
ENSMUST00000027795,ENSMUSG00000026514,Cnih3,1:181352627-181460641,mRNA,8.73057,20.528,-1.23345,5.00E-05,0.00091007,Down
ENSMUST00000074072,ENSMUSG00000069117,Gm10260,13:97760071-97760632,mRNA,159.763,60.4354,1.40247,5.00E-05,0.00091007,Up
ENSMUST00000129421,ENSMUSG00000020017,Hal,10:93488767-93519304,mRNA,4.31936,0.0425831,6.66439,5.00E-05,0.00091007,Up
ENSMUST00000027754,ENSMUSG00000026480,Ncf2,1:152800193-152836991,mRNA,8.82227,1.04097,3.08322,5.00E-05,0.00091007,Up
ENSMUST00000027752,ENSMUSG00000026478,Lamc1,1:153218921-153332786,mRNA,16.5827,10.1596,0.706835,5.00E-05,0.00091007,Up
ENSMUST00000161553,ENSMUSG00000054509,Parp4,14:56575618-56659794,mRNA,7.79173,2.12826,1.87227,5.00E-05,0.00091007,Up
ENSMUST00000027860,ENSMUSG00000026573,Xcl1,1:164931643-164935527,mRNA,4.07936,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000023750,ENSMUSG00000023011,Faim2,15:99497004-99528017,mRNA,62.7083,107.898,-0.78294,5.00E-05,0.00091007,Down
ENSMUST00000068106,ENSMUSG00000054850,Smim10l2a,X:56374585-56377799,mRNA,4.5093,10.6224,-1.23613,5.00E-05,0.00091007,Down
ENSMUST00000162007,ENSMUSG00000025920,Stau2,1:16228505-16520112,mRNA,24.3259,48.4432,-0.993798,5.00E-05,0.00091007,Down
ENSMUST00000074557,ENSMUSG00000060586,H2-Eb1,17:34305876-34316199,mRNA,341.235,1.31003,8.02502,5.00E-05,0.00091007,Up
ENSMUST00000044068,ENSMUSG00000039456,Morc3,16:93832120-93876072,mRNA,15.8469,7.71431,1.03859,5.00E-05,0.00091007,Up
ENSMUST00000023673,ENSMUSG00000022952,Runx1,16:92601465-92826149,mRNA,2.71411,0.227646,3.57562,5.00E-05,0.00091007,Up
ENSMUST00000027965,ENSMUSG00000026655,Fam107b,2:3613757-3782142,mRNA,28.1519,13.326,1.07899,5.00E-05,0.00091007,Up
ENSMUST00000074519,ENSMUSG00000038393,Txnip,3:96557956-96561883,mRNA,36.9366,6.28817,2.55434,5.00E-05,0.00091007,Up
ENSMUST00000046506,ENSMUSG00000040663,Clcf1,19:4214237-4223490,mRNA,3.53434,0.279451,3.66077,5.00E-05,0.00091007,Up
ENSMUST00000023691,ENSMUSG00000022969,Il10rb,16:91372782-91425834,mRNA,18.3558,3.63905,2.3346,5.00E-05,0.00091007,Up
ENSMUST00000027744,ENSMUSG00000026471,Mr1,1:155127877-155146783,mRNA,5.65526,2.04523,1.46733,5.00E-05,0.00091007,Up
ENSMUST00000023693,ENSMUSG00000022971,Ifnar2,16:91372782-91425834,mRNA,8.14496,2.45307,1.73132,5.00E-05,0.00091007,Up
ENSMUST00000127247,ENSMUSG00000048022,Tmem229a,6:24951140-24956297,mRNA,13.2658,30.1186,-1.18294,5.00E-05,0.00091007,Down
ENSMUST00000027931,ENSMUSG00000026622,Nek2,1:191821443-191833050,mRNA,5.72839,1.31165,2.12674,5.00E-05,0.00091007,Up
ENSMUST00000027929,ENSMUSG00000026620,Mark1,1:184896788-184999570,mRNA,13.4575,25.0635,-0.897176,5.00E-05,0.00091007,Down
ENSMUST00000162170,ENSMUSG00000030329,Pianp,6:124996693-125003096,mRNA,14.2486,28.516,-1.00096,5.00E-05,0.00091007,Down
ENSMUST00000127638,ENSMUSG00000004040,Stat3,11:100859350-100939540,mRNA,61.7954,12.3269,2.32569,5.00E-05,0.00091007,Up
ENSMUST00000044111,ENSMUSG00000038387,Rras,7:45017960-45021647,mRNA,27.9309,8.67848,1.68635,5.00E-05,0.00091007,Up
ENSMUST00000162022,ENSMUSG00000052942,Glis3,19:28258850-28680077,mRNA,4.10742,1.26259,1.70184,5.00E-05,0.00091007,Up
ENSMUST00000027941,ENSMUSG00000026628,Atf3,1:191170295-191218039,mRNA,10.4001,0.351639,4.88635,5.00E-05,0.00091007,Up
ENSMUST00000025019,ENSMUSG00000073433,Arhgdig,17:26199182-26201369,mRNA,13.7073,45.1842,-1.72088,5.00E-05,0.00091007,Down
ENSMUST00000023829,ENSMUSG00000023067,Cdkn1a,17:29090978-29100722,mRNA,46.0171,9.7334,2.24115,5.00E-05,0.00091007,Up
ENSMUST00000046383,ENSMUSG00000039304,Tnfsf10,3:27317027-27342427,mRNA,15.1742,0.725942,4.38562,5.00E-05,0.00091007,Up
ENSMUST00000160884,ENSMUSG00000028931,Kcnab2,4:152390741-152477871,mRNA,34.6776,87.6409,-1.3376,5.00E-05,0.00091007,Down
ENSMUST00000024005,ENSMUSG00000023236,Scg5,2:113776361-113829121,mRNA,174.139,304.168,-0.804633,5.00E-05,0.00091007,Down
ENSMUST00000046332,ENSMUSG00000036896,C1qc,4:136889803-136893065,mRNA,219.83,9.43683,4.54194,5.00E-05,0.00091007,Up
ENSMUST00000044297,ENSMUSG00000035551,Igfbpl1,4:45809467-45826923,mRNA,2.3967,0.622334,1.94529,5.00E-05,0.00091007,Up
ENSMUST00000068326,ENSMUSG00000032754,Slc8b1,5:120511167-120534024,mRNA,6.71509,1.6104,2.05999,5.00E-05,0.00091007,Up
ENSMUST00000160860,ENSMUSG00000014164,Klhl3,13:58000227-58113592,mRNA,4.97756,9.95967,-1.00066,5.00E-05,0.00091007,Down
ENSMUST00000024042,ENSMUSG00000023272,Creld2,15:88819645-88826681,mRNA,14.394,6.19092,1.21724,5.00E-05,0.00091007,Up
ENSMUST00000131108,ENSMUSG00000030560,Ctsc,7:88278084-88310888,mRNA,25.6146,1.39857,4.19494,5.00E-05,0.00091007,Up
ENSMUST00000068423,ENSMUSG00000024647,Cbln2,18:86711109-86718283,mRNA,6.46856,19.4963,-1.59168,5.00E-05,0.00091007,Down
ENSMUST00000027507,ENSMUSG00000026285,Pdcd1,1:94038304-94052553,mRNA,6.39689,0.126592,5.65912,5.00E-05,0.00091007,Up
ENSMUST00000024119,ENSMUSG00000023348,Trip6,5:137309653-137314404,mRNA,4.35811,1.6002,1.44545,5.00E-05,0.00091007,Up
ENSMUST00000131422,ENSMUSG00000036875,Dna2,10:62947025-62974185,mRNA,3.01383,0.467717,2.68789,5.00E-05,0.00091007,Up
ENSMUST00000160694,ENSMUSG00000004891,Nes,3:87971092-87980451,mRNA,4.64674,1.43955,1.6906,5.00E-05,0.00091007,Up
ENSMUST00000046290,ENSMUSG00000033192,Lpcat2,8:92855338-92919279,mRNA,15.1021,3.36965,2.16408,5.00E-05,0.00091007,Up
ENSMUST00000023994,ENSMUSG00000023224,Serping1,2:84765386-84775444,mRNA,121.321,4.74663,4.67578,5.00E-05,0.00091007,Up
ENSMUST00000160899,ENSMUSG00000045994,B3gat1,9:26733727-26806468,mRNA,16.9127,41.1639,-1.28327,5.00E-05,0.00091007,Down
ENSMUST00000044278,ENSMUSG00000039037,St6galnac5,3:152817080-152982246,mRNA,6.37233,14.6277,-1.19881,5.00E-05,0.00091007,Down
ENSMUST00000027559,ENSMUSG00000026321,Tnfrsf11a,1:105780717-105847981,mRNA,5.97099,2.16808,1.46156,5.00E-05,0.00091007,Up
ENSMUST00000161459,ENSMUSG00000071350,Setdb2,14:59402008-59440884,mRNA,6.90933,1.94001,1.83248,5.00E-05,0.00091007,Up
ENSMUST00000129829,ENSMUSG00000039997,Ifi203,1:173857219-173942672,mRNA,7.47641,0.258696,4.85302,5.00E-05,0.00091007,Up
ENSMUST00000046373,ENSMUSG00000040797,Iqsec3,6:121372932-121473678,mRNA,21.9223,40.442,-0.883457,5.00E-05,0.00091007,Down
ENSMUST00000027693,ENSMUSG00000026433,Rab29,1:131867223-131872887,mRNA,10.7667,2.71114,1.9896,5.00E-05,0.00091007,Up
ENSMUST00000130481,ENSMUSG00000087141,Plcxd2,16:45959262-46010218,mRNA,18.4366,35.1389,-0.930497,5.00E-05,0.00091007,Down
ENSMUST00000130509,ENSMUSG00000051506,Wdfy4,14:32959546-33185508,mRNA,6.60189,0.565351,3.54566,5.00E-05,0.00091007,Up
ENSMUST00000130560,ENSMUSG00000022548,Apod,16:31296191-31314808,mRNA,89.0306,13.0215,2.77341,5.00E-05,0.00091007,Up
ENSMUST00000046384,ENSMUSG00000036905,C1qb,4:136880128-136886187,mRNA,384.533,18.2271,4.39895,5.00E-05,0.00091007,Up
ENSMUST00000027629,ENSMUSG00000026380,Tfcp2l1,1:118627945-118685168,mRNA,3.89967,1.39391,1.48421,5.00E-05,0.00091007,Up
ENSMUST00000073935,ENSMUSG00000046182,Gsg1l,7:125878419-126082411,mRNA,6.19573,17.7296,-1.51681,5.00E-05,0.00091007,Down
ENSMUST00000130697,ENSMUSG00000002325,Irf9,14:55591707-55610030,mRNA,38.6671,1.84731,4.38761,5.00E-05,0.00091007,Up
ENSMUST00000073892,ENSMUSG00000036578,Fxyd7,7:31042512-31051467,mRNA,14.3949,44.159,-1.61715,5.00E-05,0.00091007,Down
ENSMUST00000027601,ENSMUSG00000026355,Mcm6,1:128331589-128359664,mRNA,11.3873,1.80572,2.65677,5.00E-05,0.00091007,Up
ENSMUST00000068261,ENSMUSG00000024403,Atp6v1g2,17:35220174-35238767,mRNA,75.4196,146.635,-0.959221,5.00E-05,0.00091007,Down
ENSMUST00000023934,ENSMUSG00000052305,Hbb-bs,7:103826533-103828096,mRNA,79.3366,760.832,-3.26152,5.00E-05,0.00091007,Down
ENSMUST00000023959,ENSMUSG00000023192,Grm2,9:106640927-106656082,mRNA,3.99064,8.64674,-1.11554,5.00E-05,0.00091007,Down
ENSMUST00000044224,ENSMUSG00000032623,Oas1d,5:120914535-120921652,mRNA,0.532366,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000068031,ENSMUSG00000020914,Top2a,11:98992942-99024189,mRNA,17.1046,0.986024,4.11661,5.00E-05,0.00091007,Up
ENSMUST00000027015,ENSMUSG00000025888,Casp1,9:5269629-5345358,mRNA,20.2756,1.51462,3.74272,5.00E-05,0.00091007,Up
ENSMUST00000027009,ENSMUSG00000025887,Casp12,9:5345429-5373032,mRNA,9.7756,0.47125,4.37462,5.00E-05,0.00091007,Up
ENSMUST00000025571,ENSMUSG00000024669,Cd5,19:10718142-10738974,mRNA,2.78959,0.110667,4.65576,5.00E-05,0.00091007,Up
ENSMUST00000071065,ENSMUSG00000056749,Nfil3,13:52967208-52981073,mRNA,14.9978,4.81886,1.63798,5.00E-05,0.00091007,Up
ENSMUST00000025580,ENSMUSG00000024677,Ms4a6b,19:11516210-11531256,mRNA,31.0959,0.455982,6.0916,5.00E-05,0.00091007,Up
ENSMUST00000025582,ENSMUSG00000024679,Ms4a6d,19:11586603-11604849,mRNA,52.0685,0.699334,6.21829,5.00E-05,0.00091007,Up
ENSMUST00000151120,ENSMUSG00000007891,Ctsd,7:142326109-142388038,mRNA,661.844,160.412,2.04471,5.00E-05,0.00091007,Up
ENSMUST00000144742,ENSMUSG00000029177,Cenpa,5:30666776-30674830,mRNA,6.16963,1.16146,2.40925,5.00E-05,0.00091007,Up
ENSMUST00000025595,ENSMUSG00000024691,Fam111a,19:12517914-12596566,mRNA,10.1331,1.00402,3.33522,5.00E-05,0.00091007,Up
ENSMUST00000025601,ENSMUSG00000024696,Lpxn,19:12798605-12833807,mRNA,15.0387,1.07912,3.80075,5.00E-05,0.00091007,Up
ENSMUST00000045154,ENSMUSG00000037731,Themis2,4:132781842-132796387,mRNA,18.2154,0.684303,4.73438,5.00E-05,0.00091007,Up
ENSMUST00000025631,ENSMUSG00000024725,Ostf1,19:18579327-18631789,mRNA,11.9527,3.88199,1.62246,5.00E-05,0.00091007,Up
ENSMUST00000025636,ENSMUSG00000024730,Ms4a8a,19:11067470-11081102,mRNA,2.80493,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000025639,ENSMUSG00000024732,Ccdc86,19:10937159-10949266,mRNA,6.8217,2.67214,1.35213,5.00E-05,0.00091007,Up
ENSMUST00000026150,ENSMUSG00000025154,Arhgap19,19:41766587-41802084,mRNA,3.96626,1.17651,1.75326,5.00E-05,0.00091007,Up
ENSMUST00000045173,ENSMUSG00000035493,Tgfbi,13:56609585-56639358,mRNA,133.446,2.13272,5.96742,5.00E-05,0.00091007,Up
ENSMUST00000045617,ENSMUSG00000035273,Hpse,5:100679483-100719716,mRNA,10.2815,0.480108,4.42055,5.00E-05,0.00091007,Up
ENSMUST00000070850,ENSMUSG00000056612,Ppp1r14b,19:6975047-6977324,mRNA,31.7365,15.8862,0.998365,5.00E-05,0.00091007,Up
ENSMUST00000151224,ENSMUSG00000009216,Fam163b,2:27110379-27142491,mRNA,15.0119,32.3272,-1.10664,5.00E-05,0.00091007,Down
ENSMUST00000025562,ENSMUSG00000024660,Incenp,19:9872296-9899533,mRNA,6.34885,2.77644,1.19326,5.00E-05,0.00091007,Up
ENSMUST00000025486,ENSMUSG00000024590,Lmnb1,18:56707812-56753424,mRNA,10.7217,3.33566,1.68449,5.00E-05,0.00091007,Up
ENSMUST00000026269,ENSMUSG00000025239,Limd1,9:123478705-123521552,mRNA,9.60977,4.25442,1.17554,5.00E-05,0.00091007,Up
ENSMUST00000151698,ENSMUSG00000028581,Laptm5,4:130913124-130936141,mRNA,95.8756,10.6648,3.16831,5.00E-05,0.00091007,Up
ENSMUST00000025503,ENSMUSG00000024601,Isoc1,18:58659481-58679570,mRNA,18.7739,9.78187,0.940545,5.00E-05,0.00091007,Up
ENSMUST00000026262,ENSMUSG00000025232,Hexa,9:59539539-59565109,mRNA,62.8186,21.4323,1.5514,5.00E-05,0.00091007,Up
ENSMUST00000071130,ENSMUSG00000060063,Alox5ap,5:149264766-149288153,mRNA,31.0153,2.50224,3.63168,5.00E-05,0.00091007,Up
ENSMUST00000144164,ENSMUSG00000020268,Lyrm7,11:54839811-54860608,mRNA,2.80014,7.3527,-1.39278,5.00E-05,0.00091007,Down
ENSMUST00000025520,ENSMUSG00000052026,Slc6a7,18:60995380-61014199,mRNA,7.99324,18.3132,-1.19603,5.00E-05,0.00091007,Down
ENSMUST00000045097,ENSMUSG00000040253,Gbp7,3:142530341-142550149,mRNA,64.6748,1.30384,5.63236,5.00E-05,0.00091007,Up
ENSMUST00000025523,ENSMUSG00000024621,Csf1r,18:61105571-61177050,mRNA,160.765,33.7981,2.24994,5.00E-05,0.00091007,Up
ENSMUST00000144258,ENSMUSG00000057672,Pkn1,8:83666535-83699179,mRNA,20.4337,9.54634,1.09793,5.00E-05,0.00091007,Up
ENSMUST00000071093,ENSMUSG00000032890,Rims3,4:120854818-120896579,mRNA,22.3523,45.9932,-1.041,5.00E-05,0.00091007,Down
ENSMUST00000071069,ENSMUSG00000057596,Trim30d,7:104470013-104507849,mRNA,11.687,0.239707,5.60749,5.00E-05,0.00091007,Up
ENSMUST00000025561,ENSMUSG00000024659,Anxa1,19:20373427-20390944,mRNA,6.3579,1.73839,1.87079,5.00E-05,0.00091007,Up
ENSMUST00000025563,ENSMUSG00000024661,Fth1,19:9982702-9985092,mRNA,1604.69,918.497,0.80495,5.00E-05,0.00091007,Up
ENSMUST00000026122,ENSMUSG00000025130,P4hb,11:120560297-120573253,mRNA,67.0247,37.4407,0.840085,5.00E-05,0.00091007,Up
ENSMUST00000045224,ENSMUSG00000038007,Acer2,4:86874395-86920875,mRNA,7.26396,2.16603,1.74571,5.00E-05,0.00091007,Up
ENSMUST00000026062,ENSMUSG00000025076,Casp7,19:56397128-56442344,mRNA,10.3696,2.13365,2.28096,5.00E-05,0.00091007,Up
ENSMUST00000045301,ENSMUSG00000052565,Hist1h1d,13:23553261-23560686,mRNA,5.94211,1.58614,1.90545,5.00E-05,0.00091007,Up
ENSMUST00000149146,ENSMUSG00000028876,Epha10,4:124880898-124917800,mRNA,2.85288,6.77647,-1.24812,5.00E-05,0.00091007,Down
ENSMUST00000025752,ENSMUSG00000024833,Pola2,19:5940542-5964206,mRNA,4.28783,1.49463,1.52046,5.00E-05,0.00091007,Up
ENSMUST00000070642,ENSMUSG00000056501,Cebpb,2:167688914-167690418,mRNA,32.6195,3.77095,3.11273,5.00E-05,0.00091007,Up
ENSMUST00000149046,ENSMUSG00000085925,Rtl1,12:109589192-109600330,mRNA,5.7342,9.99253,-0.801258,5.00E-05,0.00091007,Down
ENSMUST00000025925,ENSMUSG00000060675,Pla2g16,19:7557458-7588545,mRNA,16.1283,6.96419,1.21156,5.00E-05,0.00091007,Up
ENSMUST00000148810,ENSMUSG00000026483,Fam129a,1:151571185-151721939,mRNA,4.66932,0.897505,2.37922,5.00E-05,0.00091007,Up
ENSMUST00000070478,ENSMUSG00000025743,Sdc3,4:130792536-130826319,mRNA,79.6463,46.1694,0.78667,5.00E-05,0.00091007,Up
ENSMUST00000025805,ENSMUSG00000024873,Cnih2,19:5088537-5098418,mRNA,47.4721,105.642,-1.15404,5.00E-05,0.00091007,Down
ENSMUST00000025806,ENSMUSG00000024871,Doc2g,19:4003335-4007005,mRNA,6.76477,1.59323,2.08609,5.00E-05,0.00091007,Up
ENSMUST00000025867,ENSMUSG00000024927,Rela,19:5637482-5648130,mRNA,16.0487,7.74426,1.05126,5.00E-05,0.00091007,Up
ENSMUST00000025856,ENSMUSG00000024913,Lrp5,19:3584827-3686564,mRNA,9.36237,3.02446,1.6302,5.00E-05,0.00091007,Up
ENSMUST00000148159,ENSMUSG00000062210,Tnfaip8,18:49979426-50093229,mRNA,12.6594,4.4741,1.50054,5.00E-05,0.00091007,Up
ENSMUST00000025830,ENSMUSG00000024897,Apba1,19:23758875-23949597,mRNA,27.2937,48.9177,-0.841789,5.00E-05,0.00091007,Down
ENSMUST00000025831,ENSMUSG00000052085,Dock8,19:24999528-25202432,mRNA,12.2362,1.49347,3.03441,5.00E-05,0.00091007,Up
ENSMUST00000045295,ENSMUSG00000036833,Pnpla7,2:24976032-25054057,mRNA,12.9669,3.35061,1.95233,5.00E-05,0.00091007,Up
ENSMUST00000070256,ENSMUSG00000056258,Kcnq3,15:65986386-66286224,mRNA,17.2281,39.7273,-1.20537,5.00E-05,0.00091007,Down
ENSMUST00000025732,ENSMUSG00000024818,Slc25a45,19:5877807-5885766,mRNA,4.82216,1.38388,1.80096,5.00E-05,0.00091007,Up
ENSMUST00000149359,ENSMUSG00000009569,Mkl2,16:13256480-13417529,mRNA,22.4454,44.7419,-0.995204,5.00E-05,0.00091007,Down
ENSMUST00000150350,ENSMUSG00000074129,Rpl13a,7:45125557-45136432,mRNA,367.263,199.657,0.879295,5.00E-05,0.00091007,Up
ENSMUST00000070742,ENSMUSG00000032344,Mb21d1,9:78430525-78443237,mRNA,1.68822,0.225065,2.90709,5.00E-05,0.00091007,Up
ENSMUST00000150290,ENSMUSG00000050335,Lgals3,14:47367750-47386160,mRNA,128.889,1.24674,6.69183,5.00E-05,0.00091007,Up
ENSMUST00000025691,ENSMUSG00000024778,Fas,19:34290658-34327770,mRNA,6.62043,0.388607,4.09054,5.00E-05,0.00091007,Up
ENSMUST00000146100,ENSMUSG00000070000,Fcho1,8:71708386-71725716,mRNA,10.9416,20.927,-0.935539,5.00E-05,0.00091007,Down
ENSMUST00000070733,ENSMUSG00000056553,Ptprn2,12:116485832-117276793,mRNA,68.3009,123.467,-0.854151,5.00E-05,0.00091007,Down
ENSMUST00000070181,ENSMUSG00000038855,Itpkb,1:180330484-180424802,mRNA,19.9383,9.40956,1.08334,5.00E-05,0.00091007,Up
ENSMUST00000069837,ENSMUSG00000056427,Slit3,11:35121223-35708507,mRNA,7.0671,13.1285,-0.89351,5.00E-05,0.00091007,Down
ENSMUST00000146233,ENSMUSG00000040483,Xaf1,11:72301628-72313733,mRNA,23.2166,0.729734,4.99164,5.00E-05,0.00091007,Up
ENSMUST00000070690,ENSMUSG00000056529,Ptafr,4:132564066-132582683,mRNA,9.61059,0.909661,3.40122,5.00E-05,0.00091007,Up
ENSMUST00000149964,ENSMUSG00000016346,Kcnq2,2:181075578-181135300,mRNA,18.4644,39.9288,-1.11269,5.00E-05,0.00091007,Down
ENSMUST00000045537,ENSMUSG00000040495,Chrm4,2:91927248-91928688,mRNA,6.09549,14.3036,-1.23057,5.00E-05,0.00091007,Down
ENSMUST00000070200,ENSMUSG00000056220,Pla2g4a,1:149829617-149961290,mRNA,8.92171,2.18459,2.02996,5.00E-05,0.00091007,Up
ENSMUST00000025965,ENSMUSG00000025001,Hells,19:38930914-38971051,mRNA,2.13171,0.912964,1.22338,5.00E-05,0.00091007,Up
ENSMUST00000070215,ENSMUSG00000056209,Npm3,19:45747733-45749591,mRNA,11.184,3.61668,1.62869,5.00E-05,0.00091007,Up
ENSMUST00000025728,ENSMUSG00000024816,Frmd8,19:5849701-5875274,mRNA,12.2034,6.43876,0.922422,5.00E-05,0.00091007,Up
ENSMUST00000025704,ENSMUSG00000024791,Cdca5,19:6084982-6091777,mRNA,2.83874,0.12532,4.50156,5.00E-05,0.00091007,Up
ENSMUST00000025477,ENSMUSG00000056812,St8sia3,18:64254358-64277157,mRNA,16.4607,33.5918,-1.02908,5.00E-05,0.00091007,Down
ENSMUST00000071250,ENSMUSG00000021069,Pygl,12:70190810-70231488,mRNA,5.58164,0.915993,2.60728,5.00E-05,0.00091007,Up
ENSMUST00000025192,ENSMUSG00000024334,H2-Oa,17:34092339-34095234,mRNA,4.97839,0.254813,4.28817,5.00E-05,0.00091007,Up
ENSMUST00000025197,ENSMUSG00000024339,Tap2,17:34197720-34216321,mRNA,62.6455,1.94472,5.00957,5.00E-05,0.00091007,Up
ENSMUST00000026750,ENSMUSG00000025658,Cnksr2,X:157821435-158043294,mRNA,22.6321,46.614,-1.04239,5.00E-05,0.00091007,Down
ENSMUST00000044767,ENSMUSG00000037984,Neurod6,6:55677821-55681263,mRNA,6.35741,22.2901,-1.80989,5.00E-05,0.00091007,Down
ENSMUST00000026737,ENSMUSG00000025647,Shisa5,9:109038564-109057777,mRNA,71.3035,11.7942,2.59589,5.00E-05,0.00091007,Up
ENSMUST00000045896,ENSMUSG00000040276,Pacsin1,17:27655508-27711106,mRNA,36.1215,66.3272,-0.876742,5.00E-05,0.00091007,Down
ENSMUST00000139263,ENSMUSG00000027639,Samhd1,2:157097532-157135265,mRNA,42.2439,1.45018,4.86443,5.00E-05,0.00091007,Up
ENSMUST00000026703,ENSMUSG00000025612,Bach1,16:87698944-87733346,mRNA,12.4266,5.02828,1.3053,5.00E-05,0.00091007,Up
ENSMUST00000139395,ENSMUSG00000029712,Actl6b,5:137553516-137569582,mRNA,12.883,25.4209,-0.98054,5.00E-05,0.00091007,Down
ENSMUST00000072119,ENSMUSG00000041431,Ccnb1,13:100778649-100786570,mRNA,6.70213,0.3764,4.15428,5.00E-05,0.00091007,Up
ENSMUST00000025230,ENSMUSG00000024371,C2,17:34856373-34896867,mRNA,24.2375,0.599854,5.33649,5.00E-05,0.00091007,Up
ENSMUST00000026681,ENSMUSG00000025591,Tma16,8:66473117-66486519,mRNA,3.55331,1.48226,1.26136,5.00E-05,0.00091007,Up
ENSMUST00000026659,ENSMUSG00000025572,Tmc6,11:117765987-117793110,mRNA,3.88249,1.24983,1.63525,5.00E-05,0.00091007,Up
ENSMUST00000026649,ENSMUSG00000048277,Syngr2,11:117809667-117839908,mRNA,28.8535,4.81936,2.58183,5.00E-05,0.00091007,Up
ENSMUST00000072232,ENSMUSG00000058587,Tmod3,9:75497706-75559657,mRNA,17.0001,5.74516,1.56513,5.00E-05,0.00091007,Up
ENSMUST00000025181,ENSMUSG00000061232,H2-K1,17:33996016-34000333,mRNA,162.612,2.7584,5.88146,5.00E-05,0.00091007,Up
ENSMUST00000044734,ENSMUSG00000035226,Rims4,2:163859750-163918683,mRNA,16.6275,29.7403,-0.838848,5.00E-05,0.00091007,Down
ENSMUST00000138502,ENSMUSG00000028234,Rps20,4:3831333-3835665,mRNA,38.2984,19.2202,0.994662,5.00E-05,0.00091007,Up
ENSMUST00000136521,ENSMUSG00000053963,Stum,1:180432386-180483504,mRNA,14.4423,45.4389,-1.65363,5.00E-05,0.00091007,Down
ENSMUST00000155998,ENSMUSG00000020790,Ankfy1,11:72690005-72772146,mRNA,26.1392,14.1007,0.890445,5.00E-05,0.00091007,Up
ENSMUST00000026985,ENSMUSG00000025867,Cplx2,13:54371348-54383917,mRNA,98.834,238.43,-1.27049,5.00E-05,0.00091007,Down
ENSMUST00000044642,ENSMUSG00000036718,Micall2,5:139706695-139736336,mRNA,3.27841,0.904443,1.8579,5.00E-05,0.00091007,Up
ENSMUST00000155802,ENSMUSG00000038147,Cd84,1:171839696-171890718,mRNA,13.4423,0.850702,3.98198,5.00E-05,0.00091007,Up
ENSMUST00000026973,ENSMUSG00000025855,Prkar1b,5:139017305-139186510,mRNA,106.702,224.529,-1.07332,5.00E-05,0.00091007,Down
