tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	182	0	live	JAG1	AGS, AGS1, AHD, AWS, CD339, DCHE, HJ1, JAGL1	jagged canonical Notch ligand 1	protein jagged-1	20p12.2	20	NC_000020.11	10637684	10673999	minus	26	601920	
9606	Homo sapiens	51561	0	live	IL23A	IL-23, IL-23A, IL23P19, P19, SGRF	interleukin 23 subunit alpha	interleukin-23 subunit alpha|IL-23 subunit alpha|IL-23-A|IL-23p19|JKA3 induced upon T-cell activation|interleukin 23 p19 subunit|interleukin 23, alpha subunit p19|interleukin-23 subunit p19|interleukin-six, G-CSF related factor	12q13.3	12	NC_000012.12	56334159	56340410	plus	6	605580	
9606	Homo sapiens	4552	0	live	MTRR	MSR, cblE	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	methionine synthase reductase|[methionine synthase]-cobalamin methyltransferase (cob(II)alamin reducing)|aqCbl reductase|aquacobalamin reductase|methionine synthase reductase, mitochondrial	5p15.31	5	NC_000005.10	7851186	7901124	plus	20	602568	
9606	Homo sapiens	4853	0	live	NOTCH2	AGS2, HJCYS, hN2	notch receptor 2	neurogenic locus notch homolog protein 2|Notch homolog 2|notch 2	1p12	1	NC_000001.11	119911553	120069703	minus	34	600275	
9606	Homo sapiens	84876	0	live	ORAI1	CRACM1, IMD9, ORAT1, TAM2, TMEM142A	ORAI calcium release-activated calcium modulator 1	calcium release-activated calcium channel protein 1|calcium release-activated calcium modulator 1|protein orai-1|transmembrane protein 142A	12q24.31	12	NC_000012.12	121626550	121642040	plus	2	610277	
9606	Homo sapiens	1113	0	live	CHGA	CGA	chromogranin A	chromogranin-A|SP-I|betagranin (N-terminal fragment of chromogranin A)|catestatin|chromofungin|parathyroid secretory protein 1|pituitary secretory protein I	14q32.12	14	NC_000014.9	92922594	92935293	plus	9	118910	
9606	Homo sapiens	5467	0	live	PPARD	FAAR, NR1C2, NUC1, NUCI, NUCII, PPARB	peroxisome proliferator activated receptor delta	peroxisome proliferator-activated receptor delta|PPAR-beta|PPAR-delta|PPARD/MYO1D fusion|nuclear hormone receptor 1|nuclear receptor subfamily 1 group C member 2|peroxisome proliferator-activated receptor beta	6p21.31	6	NC_000006.12	35342558	35428191	plus	13	600409	
9606	Homo sapiens	684	0	live	BST2	CD317, TETHERIN	bone marrow stromal cell antigen 2	bone marrow stromal antigen 2|BST-2|HM1.24 antigen|NPC-A-7	19p13.11	19	NC_000019.10	17402939	17405630	minus	5	600534	
9606	Homo sapiens	4583	0	live	MUC2	MLP, MUC-2, SMUC	mucin 2, oligomeric mucus/gel-forming	mucin-2|mucin 2, intestinal/tracheal	11p15.5	11	NC_000011.10	1074875	1110508	plus	52	158370	
9606	Homo sapiens	10273	0	live	STUB1	CHIP, HSPABP2, NY-CO-7, SCA48, SCAR16, SDCCAG7, UBOX1	STIP1 homology and U-box containing protein 1	E3 ubiquitin-protein ligase CHIP|CLL-associated antigen KW-8|RING-type E3 ubiquitin transferase CHIP|STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase|antigen NY-CO-7|carboxy terminus of Hsp70-interacting protein|heat shock protein A binding protein 2 (c-terminal)|serologically defined colon cancer antigen 7	16p13.3	16	NC_000016.10	680410	682801	plus	7	607207	
9606	Homo sapiens	406901	0	live	MIR107	MIRN107, miR-107	microRNA 107	hsa-mir-107	10q23.31	10	NC_000010.11	89592747	89592827	minus	1	613189	
9606	Homo sapiens	2956	0	live	MSH6	GTBP, GTMBP, HNPCC5, HSAP, p160	mutS homolog 6	DNA mismatch repair protein Msh6|G/T mismatch-binding protein|mutS protein homolog 6|mutS-alpha 160 kDa subunit|sperm-associated protein	2p16.3	2	NC_000002.12	47783082	47806954	plus	12	600678	
9606	Homo sapiens	8841	0	live	HDAC3	HD3, KDAC3, RPD3, RPD3-2	histone deacetylase 3	histone deacetylase 3|SMAP45	5q31.3	5	NC_000005.10	141620876	141636856	minus	15	605166	
9606	Homo sapiens	5788	0	live	PTPRC	B220, CD45, CD45R, GP180, L-CA, LCA, LY5, T200	protein tyrosine phosphatase receptor type C	receptor-type tyrosine-protein phosphatase C|CD45 antigen|T200 glycoprotein|T200 leukocyte common antigen|protein tyrosine phosphatase, receptor type, c polypeptide	1q31.3-q32.1	1	NC_000001.11	198638968	198757476	plus	34	151460	
9606	Homo sapiens	2159	0	live	F10	FX, FXA	coagulation factor X	coagulation factor X|Stuart-Prower factor|factor X|factor Xa|prothrombinase	13q34	13	NC_000013.11	113122799	113149529	plus	8	613872	
9606	Homo sapiens	5310	0	live	PKD1	PBP, PC1, Pc-1, TRPP1	polycystin 1, transient receptor potential channel interacting	polycystin-1|autosomal dominant polycystic kidney disease 1 protein|polycystic kidney disease 1 (autosomal dominant)|polycystic kidney disease-associated protein|transient receptor potential cation channel, subfamily P, member 1	16p13.3	16	NC_000016.10	2088708	2135898	minus	51	601313	
9606	Homo sapiens	1147	0	live	CHUK	IKBKA, IKK-alpha, IKK1, IKKA, NFKBIKA, TCF16	component of inhibitor of nuclear factor kappa B kinase complex	inhibitor of nuclear factor kappa-B kinase subunit alpha|I-kappa-B kinase 1|I-kappa-B kinase-alpha|IKK-a kinase|IkB kinase alpha subunit|Nuclear factor NFkappaB inhibitor kinase alpha|TCF-16|conserved helix-loop-helix ubiquitous kinase|transcription factor 16	10q24.31	10	NC_000010.11	100188298	100229610	minus	23	600664	
9606	Homo sapiens	3169	0	live	FOXA1	HNF3A, TCF3A	forkhead box A1	hepatocyte nuclear factor 3-alpha|HNF-3-alpha|HNF-3A|TCF-3A|forkhead box protein A1|transcription factor 3A	14q21.1	14	NC_000014.9	37589552	37595249	minus	3	602294	
9606	Homo sapiens	28	0	live	ABO	A3GALNT, A3GALT1, GTB, NAGAT	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	histo-blood group ABO system transferase|ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)|B(A) alpha-1,3-galactosyltransferase|histo-blood group A2 transferase	9q34.2	9	NC_000009.12	133250401	133275201	minus	7	110300	
9606	Homo sapiens	558	0	live	AXL	ARK, JTK11, Tyro7, UFO	AXL receptor tyrosine kinase	tyrosine-protein kinase receptor UFO|AXL oncogene|AXL transforming sequence/gene	19q13.2	19	NC_000019.10	41219223	41261767	plus	21	109135	
9606	Homo sapiens	2597	0	live	GAPDH	G3PD, GAPD, HEL-S-162eP	glyceraldehyde-3-phosphate dehydrogenase	glyceraldehyde-3-phosphate dehydrogenase|OCAS, p38 component|Oct1 coactivator in S phase, 38 Kd component|aging-associated gene 9 protein|epididymis secretory sperm binding protein Li 162eP|peptidyl-cysteine S-nitrosylase GAPDH	12p13.31	12	NC_000012.12	6534517	6538371	plus	10	138400	
9606	Homo sapiens	5155	0	live	PDGFB	IBGC5, PDGF-2, PDGF2, SIS, SSV, c-sis	platelet derived growth factor subunit B	platelet-derived growth factor subunit B|PDGF subunit B|PDGF, B chain|becaplermin|epididymis secretory sperm binding protein|platelet-derived growth factor 2|platelet-derived growth factor B chain|platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)|platelet-derived growth factor, beta polypeptide (oncogene SIS)|proto-oncogene c-Sis	22q13.1	22	NC_000022.11	39223359	39244982	minus	8	190040	
9606	Homo sapiens	1244	0	live	ABCC2	ABC30, CMOAT, DJS, MRP2, cMRP	ATP binding cassette subfamily C member 2	canalicular multispecific organic anion transporter 1|ATP-binding cassette, sub-family C (CFTR/MRP), member 2|canalicular multidrug resistance protein|multidrug resistance-associated protein 2	10q24.2	10	NC_000010.11	99782602	99853741	plus	34	601107	
9606	Homo sapiens	10419	0	live	PRMT5	HRMT1L5, HSL7, IBP72, JBP1, SKB1, SKB1Hs	protein arginine methyltransferase 5	protein arginine N-methyltransferase 5|72 kDa ICln-binding protein|HMT1 hnRNP methyltransferase-like 5|SKB1 homolog|histone-arginine N-methyltransferase PRMT5|jak-binding protein 1|shk1 kinase-binding protein 1 homolog	14q11.2	14	NC_000014.9	22920526	22929392	minus	18	604045	
9606	Homo sapiens	79923	0	live	NANOG		Nanog homeobox	homeobox protein NANOG|homeobox transcription factor Nanog|homeobox transcription factor Nanog-delta 48	12p13.31	12	NC_000012.12	7789402	7799146	plus	4	607937	
9606	Homo sapiens	8737	0	live	RIPK1	AIEFL, IMD57, RIP, RIP-1, RIP1	receptor interacting serine/threonine kinase 1	receptor-interacting serine/threonine-protein kinase 1|cell death protein RIP|receptor (TNFRSF)-interacting serine-threonine kinase 1|receptor-interacting protein 1|receptor-interacting protein kinase 1|serine/threonine-protein kinase RIP	6p25.2	6	NC_000006.12	3063967	3115187	plus	16	603453	
9606	Homo sapiens	3875	0	live	KRT18	CK-18, CYK18, K18	keratin 18	keratin, type I cytoskeletal 18|cell proliferation-inducing gene 46 protein|cytokeratin 18|keratin 18, type I	12q13.13	12	NC_000012.12	52948871	52952906	plus	8	148070	
9606	Homo sapiens	3276	0	live	PRMT1	ANM1, HCP1, HRMT1L2, IR1B4	protein arginine methyltransferase 1	protein arginine N-methyltransferase 1|HMT1 (hnRNP methyltransferase, S. cerevisiae)-like 2|heterogeneous nuclear ribonucleoprotein methyltransferase 1-like 2|histone-arginine N-methyltransferase PRMT1|interferon receptor 1-bound protein 4	19q13.33	19	NC_000019.10	49676166	49688447	plus	13	602950	
9606	Homo sapiens	407046	0	live	MIR9-1	MIRN9-1, hsa-mir-9-1, miRNA9-1, mir-9-1	microRNA 9-1		1q22	1	NC_000001.11	156420341	156420429	minus	1	611186	
9606	Homo sapiens	3575	0	live	IL7R	CD127, CDW127, IL-7R-alphaA, ILRA, IL7R	interleukin 7 receptor	interleukin-7 receptor subunit alpha|CD127 antigen|IL-7 receptor subunit alpha|IL-7R subunit alpha|interleukin 7 receptor alpha chain|interleukin 7 receptor isoform H5-6	5p13.2	5	NC_000005.10	35856891	35879603	plus	8	146661	
9606	Homo sapiens	407026	0	live	MIR29C	MIRN29C, miRNA29C, mir-29c	microRNA 29c	hsa-mir-29c	1q32.2	1	NC_000001.11	207801852	207801939	minus	1	610784	
9606	Homo sapiens	688	0	live	KLF5	BTEB2, CKLF, IKLF	Kruppel like factor 5	Krueppel-like factor 5|(intestinal Kruppel-like factor|BTE-binding protein 2|GC box binding protein 2|Klf5C isoform|Kruppel-like factor 5 (intestinal)|basic transcription element binding protein 2|colon krueppel-like factor|colon kruppel-like factor|epididymis secretory sperm binding protein|intestinal-enriched krueppel-like factor|intestinal-enriched kruppel-like factor|transcription factor BTEB2	13q22.1	13	NC_000013.11	73054976	73077542	plus	5	602903	
9606	Homo sapiens	55107	0	live	ANO1	DOG1, ORAOV2, TAOS2, TMEM16A	anoctamin 1	anoctamin-1|Ca2+-activated Cl- channel|anoctamin 1, calcium activated chloride channel|calcium activated chloride channel|discovered on gastrointestinal stromal tumors protein 1|oral cancer overexpressed 2|transmembrane protein 16A (eight membrane-spanning domains)|tumor-amplified and overexpressed sequence 2	11q13.3	11	NC_000011.10	69985907	70189530	plus	30	610108	
9606	Homo sapiens	3178	0	live	HNRNPA1	ALS19, ALS20, HNRPA1, HNRPA1L3, IBMPFD3, UP 1, hnRNP A1, hnRNP-A1	heterogeneous nuclear ribonucleoprotein A1	heterogeneous nuclear ribonucleoprotein A1|epididymis secretory sperm binding protein|helix-destabilizing protein|heterogeneous nuclear ribonucleoprotein A1B protein|heterogeneous nuclear ribonucleoprotein B2 protein|heterogeneous nuclear ribonucleoprotein core protein A1|hnRNP core protein A1-like 3|nuclear ribonucleoprotein particle A1 protein|putative heterogeneous nuclear ribonucleoprotein A1-like 3|single-strand DNA-binding protein UP1|single-strand RNA-binding protein	12q13.13	12	NC_000012.12	54280726	54287087	plus	12	164017	
9606	Homo sapiens	84557	0	live	MAP1LC3A	ATG8E, LC3, LC3A, MAP1ALC3, MAP1BLC3	microtubule associated protein 1 light chain 3 alpha	microtubule-associated proteins 1A/1B light chain 3A|MAP1 light chain 3-like protein 1|MAP1A/1B light chain 3 A|MAP1A/MAP1B LC3 A|MAP1A/MAP1B light chain 3 A|autophagy-related ubiquitin-like modifier LC3 A|microtubule-associated proteins 1A/1B light chain 3	20q11.22	20	NC_000020.11	34546823	34560345	plus	7	601242	
9606	Homo sapiens	1509	0	live	CTSD	CLN10, CPSD, HEL-S-130P	cathepsin D	cathepsin D|ceroid-lipofuscinosis, neuronal 10|epididymis secretory sperm binding protein Li 130P|lysosomal aspartyl peptidase|lysosomal aspartyl protease	11p15.5	11	NC_000011.10	1752755	1763927	minus	9	116840	
9606	Homo sapiens	4286	0	live	MITF	CMM8, COMMAD, MI, WS2, WS2A, bHLHe32	melanocyte inducing transcription factor	microphthalmia-associated transcription factor|class E basic helix-loop-helix protein 32|melanogenesis associated transcription factor|microphtalmia-associated transcription factor	3p13	3	NC_000003.12	69739464	69968332	plus	17	156845	
9606	Homo sapiens	2852	0	live	GPER1	CEPR, CMKRL2, DRY12, FEG-1, GPCR-Br, GPER, GPR30, LERGU, LERGU2, LyGPR, mER	G protein-coupled estrogen receptor 1	G-protein coupled estrogen receptor 1|G protein-coupled receptor 30|IL8-related receptor DRY12|chemoattractant receptor-like 2|chemokine receptor-like 2|constitutively expressed peptide-like receptor|flow-induced endothelial G-protein coupled receptor 1|heptahelix receptor|lymphocyte-derived G-protein coupled receptor|membrane estrogen receptor	7p22.3	7	NC_000007.14	1086807	1093815	plus	3	601805	
9606	Homo sapiens	406936	0	live	MIR144	MIRN144, mir-144	microRNA 144	hsa-mir-144	17q11.2	17	NC_000017.11	28861533	28861618	minus	1	612070	
9606	Homo sapiens	5727	0	live	PTCH1	BCNS, NBCCS, PTC, PTC1, PTCH	patched 1	protein patched homolog 1	9q22.32	9	NC_000009.12	95442980	95516971	minus	28	601309	
9606	Homo sapiens	55600	0	live	ITLN1	HL-1, HL1, INTL, ITLN, LFR, hIntL, omentin	intelectin 1	intelectin-1|ITLN-1|endothelial lectin HL-1|galactofuranose-binding lectin|intelectin 1 (galactofuranose binding)|intestinal lactoferrin receptor	1q23.3	1	NC_000001.11	160876540	160885180	minus	8	609873	
9606	Homo sapiens	407004	0	live	MIR22	MIRN22, hsa-mir-22, miR-22	microRNA 22		17p13.3	17	NC_000017.11	1713903	1713987	minus	1	612077	
9606	Homo sapiens	3572	0	live	IL6ST	CD130, CDW130, GP130, HIES4, IL-6RB, sGP130	interleukin 6 signal transducer	interleukin-6 receptor subunit beta|CD130 antigen|IL-6 receptor subunit beta|IL-6R subunit beta|gp130 of the rheumatoid arthritis antigenic peptide-bearing soluble form|gp130, oncostatin M receptor|interleukin receptor beta chain|membrane glycoprotein 130|membrane glycoprotein gp130|oncostatin-M receptor subunit alpha	5q11.2	5	NC_000005.10	55935095	55994963	minus	19	600694	
9606	Homo sapiens	3371	0	live	TNC	150-225, DFNA56, GMEM, GP, HXB, JI, TN, TN-C	tenascin C	tenascin|GP 150-225|cytotactin|deafness, autosomal dominant 56|glioma-associated-extracellular matrix antigen|hexabrachion (tenascin)|myotendinous antigen|neuronectin|tenascin-C additional domain 1|tenascin-C isoform 14/AD1/16	9q33.1	9	NC_000009.12	115019575	115118244	minus	31	187380	
9606	Homo sapiens	80781	0	live	COL18A1	GLCC, KNO, KNO1, KS	collagen type XVIII alpha 1 chain	collagen alpha-1(XVIII) chain|antiangiogenic agent|collagen alpha-1(XVIII) chain isoform 1 preproprotein|collagen, type XVIII, alpha 1|endostatin|multi-functional protein MFP	21q22.3	21	NC_000021.9	45405165	45513720	plus	43	120328	
9606	Homo sapiens	54822	0	live	TRPM7	ALSPDC, CHAK, CHAK1, LTRPC7, LTrpC-7, TRP-PLIK	transient receptor potential cation channel subfamily M member 7	transient receptor potential cation channel subfamily M member 7|LTRPC ion channel family member 7|channel-kinase 1|long transient receptor potential channel 7|transient receptor potential-phospholipase C-interacting kinase	15q21.2	15	NC_000015.10	50557158	50686797	minus	43	605692	
9606	Homo sapiens	5742	0	live	PTGS1	COX1, COX3, PCOX1, PES-1, PGG/HS, PGHS-1, PGHS1, PHS1, PTGHS	prostaglandin-endoperoxide synthase 1	prostaglandin G/H synthase 1|PGH synthase 1|cyclooxygenase-1|prostaglandin H2 synthase 1|prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	9q33.2	9	NC_000009.12	122369906	122395703	plus	15	176805	
9606	Homo sapiens	9817	0	live	KEAP1	INrf2, KLHL19	kelch like ECH associated protein 1	kelch-like ECH-associated protein 1|KEAP1 delta C|cytosolic inhibitor of Nrf2|kelch-like family member 19|kelch-like protein 19	19p13.2	19	NC_000019.10	10486125	10503356	minus	9	606016	
9606	Homo sapiens	406899	0	live	MIR106A	MIRN106A, mir-106, mir-106a	microRNA 106a	hsa-mir-106a	Xq26.2	X	NC_000023.11	134170198	134170278	minus	1	300792	
9606	Homo sapiens	3439	0	live	IFNA1	IFL, IFN, IFN-ALPHA, IFN-alphaD3, IFNA@, leIF D, IFNA1	interferon alpha 1	interferon alpha-1/13|IFN-alpha-1/13|interferon alpha 1b|interferon alpha-D|interferon-alpha1	9p21.3	9	NC_000009.12	21440439	21441316	plus	1	147660	
9606	Homo sapiens	7039	0	live	TGFA	TFGA	transforming growth factor alpha	protransforming growth factor alpha|TGF-alpha	2p13.3	2	NC_000002.12	70447284	70553826	minus	7	190170	
9606	Homo sapiens	5919	0	live	RARRES2	HP10433, TIG2	retinoic acid receptor responder 2	retinoic acid receptor responder protein 2|RAR-responsive protein TIG2|chemerin|retinoic acid receptor responder (tazarotene induced) 2|tazarotene-induced gene 2 protein	7q36.1	7	NC_000007.14	150338329	150341685	minus	6	601973	
9606	Homo sapiens	5820	0	live	PVT1	LINC00079, MIR1204HG, NCRNA00079, onco-lncRNA-100	Pvt1 oncogene	CXCR4/PVT1 fusion|HIST1H2BD/PVT1 fusion|MIR1204, MIR1205, MIR1206 and MIR1207 host|Oncogene PVT-1 (MYC activator)|PVT1/CASC8 fusion|PVT1/CCDC26 fusion|PVT1/IFRD1 fusion|PVT1/IRF2BP2 fusion|PVT1/LINC00824 fusion|PVT1/MYC fusion|PVT1/NFIL3 fusion|PVT1/NSMCE2 fusion|PVT1/SPRY2 fusion|PVT1/UBB fusion|Pvt1 oncogene (non-protein coding)|RP11-89K10/PVT1 fusion|long intergenic non-protein coding RNA 79|plasmacytoma variant translocation 1|pvt-1 (murine) oncogene homolog, MYC activator	8q24.21	8	NC_000008.11	127794533	128101253	plus	9	165140	
9606	Homo sapiens	10298	0	live	PAK4		p21 (RAC1) activated kinase 4	serine/threonine-protein kinase PAK 4|p21 protein (Cdc42/Rac)-activated kinase 4|p21(CDKN1A)-activated kinase 4|protein kinase related to S. cerevisiae STE20, effector for Cdc42Hs	19q13.2	19	NC_000019.10	39125786	39182816	plus	14	605451	
9606	Homo sapiens	406959	0	live	MIR183	MIRN183, miR-183, miRNA183	microRNA 183	hsa-mir-183	7q32.2	7	NC_000007.14	129774905	129775014	minus	1	611608	
9606	Homo sapiens	3133	0	live	HLA-E	HLA-6.2, QA1	major histocompatibility complex, class I, E	HLA class I histocompatibility antigen, alpha chain E|MHC class I antigen E|MHC class Ib antigen	6p22.1	6	NC_000006.12	30489508	30494194	plus	8	143010	
9606	Homo sapiens	5335	0	live	PLCG1	NCKAP3, PLC-II, PLC1, PLC148, PLCgamma1	phospholipase C gamma 1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1|1-phosphatidyl-D-myo-inositol-4,5-bisphosphate|PLC-148|PLC-gamma-1|inositoltrisphosphohydrolase|monophosphatidylinositol phosphodiesterase|phosphatidylinositol phospholipase C|phosphoinositidase C|phosphoinositide phospholipase C|phosphoinositide phospholipase C-gamma-1|phospholipase C, gamma 1 (formerly subtype 148)|phospholipase C-148|phospholipase C-II|triphosphoinositide phosphodiesterase	20q12	20	NC_000020.11	41137519	41177626	plus	32	172420	
9606	Homo sapiens	9927	0	live	MFN2	CMT2A, CMT2A2, CMT2A2A, CMT2A2B, CPRP1, HMSN6A, HSG, MARF	mitofusin 2	mitofusin-2|hyperplasia suppressor|mitochondrial assembly regulatory factor|transmembrane GTPase MFN2	1p36.22	1	NC_000001.11	11980181	12013515	plus	20	608507	
9606	Homo sapiens	246778	0	live	IL27	IL-27, IL-27AA, IL27p28, IL30, p28, IL27	interleukin 27	interleukin-27 subunit alpha|IL-27 p28 subunit|IL-27 subunit alpha|IL-27-A|IL27-A|interleukin-30	16p12.1-p11.2	16	NC_000016.10	28499362	28526730	minus	6	608273	
9606	Homo sapiens	3577	0	live	CXCR1	C-C, C-C-CKR-1, CD128, CD181, CDw128a, CKR-1, CMKAR1, IL8R1, IL8RA, IL8RBA	C-X-C motif chemokine receptor 1	C-X-C chemokine receptor type 1|CXC-R1|CXCR-1|IL-8 receptor type 1|IL-8R A|chemokine (C-X-C motif) receptor 1|high affinity interleukin-8 receptor A|interleukin 8 receptor, alpha|interleukin-8 receptor type 1|interleukin-8 receptor type A	2q35	2	NC_000002.12	218162841	218166962	minus	2	146929	
9606	Homo sapiens	1673	0	live	DEFB4A	BD-2, DEFB-2, DEFB102, DEFB2, DEFB4, HBD-2, SAP1	defensin beta 4A	beta-defensin 4A|beta defensin-2|defensin, beta 2|defensin, beta 4|skin-antimicrobial peptide 1	8p23.1	8	NC_000008.11	7894677	7896716	plus	2	602215	
9606	Homo sapiens	51741	0	live	WWOX	D16S432E, EIEE28, FOR, FRA16D, HHCMA56, PRO0128, SCAR12, SDR41C1, WOX1	WW domain containing oxidoreductase	WW domain-containing oxidoreductase|WW domain-containing protein WWOX|fragile site FRA16D oxidoreductase|short chain dehydrogenase/reductase family 41C member 1	16q23.1-q23.2	16	NC_000016.10	78099654	79212667	plus	10	605131	
9606	Homo sapiens	60674	0	live	GAS5	NCRNA00030, SNHG2	growth arrest specific 5	growth arrest specific 5 (non-protein coding)|growth arrest specific transcript 5|small nucleolar RNA host gene (non-protein coding) 2	1q25.1	1	NC_000001.11	173863899	173868882	minus	13	608280	
9606	Homo sapiens	25937	0	live	WWTR1	TAZ	WW domain containing transcription regulator 1	WW domain-containing transcription regulator protein 1|transcriptional co-activator with PDZ-binding motif	3q25.1	3	NC_000003.12	149517229	149724788	minus	13	607392	
9606	Homo sapiens	578	0	live	BAK1	BAK, BAK-LIKE, BCL2L7, CDN1	BCL2 antagonist/killer 1	bcl-2 homologous antagonist/killer|BCL2-like 7 protein|apoptosis regulator BAK|bcl-2-like protein 7|bcl2-L-7|pro-apoptotic protein BAK	6p21.31	6	NC_000006.12	33572552	33580296	minus	7	600516	
9606	Homo sapiens	574411	0	live	MIR451A	MIR451, MIRN451, hsa-mir-451, hsa-mir-451a, mir-451a	microRNA 451a	microRNA 451	17q11.2	17	NC_000017.11	28861369	28861440	minus	1	612071	
9606	Homo sapiens	2627	0	live	GATA6		GATA binding protein 6	transcription factor GATA-6|GATA-binding factor 6	18q11.2	18	NC_000018.10	22169589	22202528	plus	7	601656	
9606	Homo sapiens	1025	0	live	CDK9	C-2k, CDC2L4, CTK1, PITALRE, TAK	cyclin dependent kinase 9	cyclin-dependent kinase 9|CDC2-related kinase|cell division cycle 2-like protein kinase 4|cell division protein kinase 9|serine/threonine protein kinase PITALRE|tat-associated kinase complex catalytic subunit	9q34.11	9	NC_000009.12	127786034	127790792	plus	7	603251	
9606	Homo sapiens	5245	0	live	PHB	HEL-215, HEL-S-54e1, PHB	prohibitin	prohibitin|epididymis luminal protein 215|epididymis secretory sperm binding protein Li 54e	17q21.33	17	NC_000017.11	49404048	49414905	minus	8	176705	
9606	Homo sapiens	2904	0	live	GRIN2B	EIEE27, GluN2B, MRD6, NMDAR2B, NR2B, NR3, hNR3	glutamate ionotropic receptor NMDA type subunit 2B	glutamate receptor ionotropic, NMDA 2B|N-methyl D-aspartate receptor subtype 2B|N-methyl-D-aspartate receptor subunit 3|glutamate [NMDA] receptor subunit epsilon-2|glutamate receptor subunit epsilon-2|glutamate receptor, ionotropic, N-methyl D-aspartate 2B	12p13.1	12	NC_000012.12	13537337	13982012	minus	16	138252	
9606	Homo sapiens	5829	0	live	PXN		paxillin	paxillin|testicular tissue protein Li 134	12q24.23	12	NC_000012.12	120210439	120265771	minus	21	602505	
9606	Homo sapiens	406907	0	live	MIR124-1	MIR124A, MIR124A1, MIRN124-1, MIRN124A1, mir-124-1	microRNA 124-1	hsa-mir-124-1|hsa-mir-124a-1|microRNA 124a-1	8p23.1	8	NC_000008.11	9903388	9903472	minus	1	609327	
9606	Homo sapiens	3574	0	live	IL7	IL-7	interleukin 7	interleukin-7	8q21.13	8	NC_000008.11	78675870	78806830	minus	8	146660	
9606	Homo sapiens	659	0	live	BMPR2	BMPR-II, BMPR3, BMR2, BRK-3, POVD1, PPH1, T-ALK	bone morphogenetic protein receptor type 2	bone morphogenetic protein receptor type-2|BMP type II receptor|BMP type-2 receptor|bone morphogenetic protein receptor type II|bone morphogenetic protein receptor, type II (serine/threonine kinase)|type II activin receptor-like kinase|type II receptor for bone morphogenetic protein-4	2q33.1-q33.2	2	NC_000002.12	202376310	202567751	plus	13	600799	
9606	Homo sapiens	991	0	live	CDC20	CDC20A, bA276H19.3, p55CDC	cell division cycle 20	cell division cycle protein 20 homolog|CDC20 cell division cycle 20 homolog|cell division cycle 20 homolog	1p34.2	1	NC_000001.11	43358981	43363203	plus	11	603618	
9606	Homo sapiens	4739	0	live	NEDD9	CAS-L, CAS2, CASL, CASS2, HEF1	neural precursor cell expressed, developmentally down-regulated 9	enhancer of filamentation 1|Cas scaffolding protein family member 2|Crk-associated substrate related protein Cas-L|Enhancer of filamentation 1 p55|cas-like docking|neural precursor cell expressed developmentally down-regulated protein 9|p130Cas-related protein|renal carcinoma antigen NY-REN-12	6p24.2	6	NC_000006.12	11183298	11382348	minus	11	602265	
9606	Homo sapiens	57447	0	live	NDRG2	SYLD	NDRG family member 2	protein NDRG2|N-myc downstream regulator 2|N-myc downstream-regulated gene 2 protein|NDR1-related protein NDR2|cytoplasmic protein Ndr1|syld709613 protein	14q11.2	14	NC_000014.9	21016763	21070872	minus	24	605272	
9606	Homo sapiens	406900	0	live	MIR106B	MIRN106B, mir-106b	microRNA 106b	hsa-mir-106b	7q22.1	7	NC_000007.14	100093993	100094074	minus	1	612983	
9606	Homo sapiens	5376	0	live	PMP22	CIDP, CMT1A, CMT1E, DSS, GAS-3, GAS3, HMSNIA, HNPP, Sp110	peripheral myelin protein 22	peripheral myelin protein 22|Charcot-Marie-Tooth neuropathy 1A (greatly reduced nerve conduction velocity, hereditary motor sensory neuropathy Ia)|growth arrest-specific protein 3|peripheral myelin protein 22 kDa	17p12	17	NC_000017.11	15229777	15265326	minus	7	601097	
9606	Homo sapiens	79679	0	live	VTCN1	B7-H4, B7H4, B7S1, B7X, B7h.5, PRO1291, VCTN1	V-set domain containing T cell activation inhibitor 1	V-set domain-containing T-cell activation inhibitor 1|B7 family member, H4|B7 homolog 4|B7 superfamily member 1|T cell costimulatory molecule B7x|immune costimulatory protein B7-H4	1p13.1-p12	1	NC_000001.11	117143587	117210985	minus	9	608162	
9606	Homo sapiens	3159	0	live	HMGA1	HMG-RA, HMGIY, HMGA1	high mobility group AT-hook 1	high mobility group protein HMG-I/HMG-Y|high mobility group protein A1|high mobility group protein R|high-mobility group (nonhistone chromosomal) protein isoforms I and Y|nonhistone chromosomal high-mobility group protein HMG-I/HMG-Y	6p21.31	6	NC_000006.12	34236873	34246231	plus	6	600701	
