tracking_id	Pos	Strand	Length	HV-2_COUNT	HV-4_COUNT	HV-6_COUNT	con-3_COUNT	con-4_COUNT	con-5_COUNT	HV-2_RPKM	HV-4_RPKM	HV-6_RPKM	con-3_RPKM	con-4_RPKM	con-5_RPKM
TCONS_00097893	chr15:49395843-49396128	-	286	5	1	5	12	3	5	303.353	96.1106	418.392	691.92	239.804	424.941
TCONS_00098026	chr15:58877071-58877772	-	702	1	0	5	7	3	0	24.7176	0	170.456	164.438	97.698	0
TCONS_00098027	chr15:59167572-59168143	-	572	0	2	1	9	1	4	0	96.1106	41.8392	259.47	39.9673	169.977
TCONS_00098040	chr15:60635189-60636432	-	1244	5	0	15	37	10	15	69.7419	0	288.57	490.481	183.773	293.087
TCONS_00098177	chr15:63897444-63897811	-	368	9	2	5	8	4	1	424.364	149.389	325.163	358.495	248.493	66.0507
TCONS_00098203	chr15:65406603-65407542	-	940	12	2	3	25	9	13	221.512	58.4843	76.3788	438.584	218.885	336.156
TCONS_00098238	chr15:69067281-69067984	-	704	6	5	0	13	1	13	147.884	195.225	0	304.517	32.4735	448.844
TCONS_00098243	chr15:70936635-70937141	-	507	5	1	6	16	1	3	171.122	54.2162	283.219	520.419	45.0914	143.826
TCONS_00098246	chr15:70943034-70943824	-	791	13	19	4	14	7	11	285.175	660.259	121.022	291.872	202.313	338.019
TCONS_00098309	chr15:76091505-76091783	-	279	0	0	0	10	0	0	0	0	0	591.067	0	0
TCONS_00098326	chr15:77397353-77398129	-	777	8	5	3	8	5	1	178.654	176.883	92.4017	169.789	147.113	31.2827
TCONS_00098433	chr15:85209285-85209652	-	368	0	3	2	11	1	0	0	224.084	130.065	492.93	62.1232	0
TCONS_00098439	chr15:87694838-87695082	-	245	0	0	0	10	0	0	0	0	0	673.092	0	0
TCONS_00098462	chr15:95567831-95568287	-	457	0	0	0	7	0	0	0	0	0	252.594	0	0
TCONS_00098463	chr15:95758452-95758860	-	409	0	0	1	10	0	0	0	0	58.5135	403.197	0	0
TCONS_00098471	chr15:95794979-95796003	-	1025	13	9	20	31	7	14	220.071	241.355	466.966	498.745	156.126	331.993
TCONS_00098472	chr15:95804789-95805250	-	462	4	1	2	18	7	0	150.232	59.497	103.602	642.497	346.384	0
TCONS_00098473	chr15:95814936-95815624	-	689	4	5	14	19	10	1	100.736	199.475	486.282	454.753	331.804	35.2782
TCONS_00098599	chr15:28835621-28836073	+	453	6	1	10	12	11	1	229.825	60.6791	528.301	436.841	555.131	53.6571
TCONS_00098600	chr15:28874167-28874481	+	315	2	0	3	4	8	0	110.17	0	227.924	209.407	580.605	0
TCONS_00098609	chr15:30936337-30936722	+	386	2	1	4	4	12	2	89.9056	71.2115	248	170.889	710.715	125.941
TCONS_00098637	chr15:39119045-39120095	+	1051	21	36	25	24	24	10	346.705	941.536	569.268	376.573	522.047	231.272
TCONS_00098652	chr15:41243963-41244742	+	780	4	4	4	7	11	8	88.9834	140.962	122.728	147.994	322.403	249.299
TCONS_00098666	chr15:43398648-43399110	+	463	0	3	4	1	10	10	0	178.106	206.756	35.6172	493.765	524.982
TCONS_00098730	chr15:56537554-56537872	+	319	6	5	0	1	10	1	326.366	430.841	0	51.6952	716.656	76.1964
TCONS_00098763	chr15:64440868-64441243	+	376	5	2	0	0	10	1	230.742	146.211	0	0	608.014	64.6454
TCONS_00098775	chr15:67140090-67140529	+	440	0	1	4	2	10	1	0	62.4719	217.564	74.958	519.576	55.2424
TCONS_00098777	chr15:67154742-67154972	+	231	4	0	0	1	10	7	300.464	0	0	71.3886	989.668	736.565
TCONS_00098816	chr15:69567037-69567833	+	797	4	2	8	4	14	0	87.0854	68.9777	240.221	82.7642	401.579	0
TCONS_00098921	chr15:100427580-100428163	+	584	1	2	6	3	13	0	29.7119	94.1357	245.877	84.7128	508.899	0
TCONS_00098945	chr15:34415059-34415319	-	261	1	0	5	0	14	5	66.4819	0	458.468	0	1226.28	465.645
TCONS_00098947	chr15:34417747-34418647	-	901	6	10	9	10	12	4	115.55	305.079	239.055	183.027	304.479	107.91
TCONS_00098957	chr15:35466557-35466864	-	308	5	0	5	6	11	0	281.685	0	388.507	321.249	816.476	0
TCONS_00098960	chr15:35510745-35511465	-	721	5	7	6	2	9	3	120.331	266.87	199.157	45.7441	285.37	101.137
TCONS_00098961	chr15:35544716-35545294	-	579	3	8	1	5	10	0	89.9056	379.795	41.3334	142.407	394.842	0
TCONS_00098962	chr15:35657917-35659040	-	1124	14	13	12	12	18	5	216.125	317.917	255.502	176.058	366.107	108.126
TCONS_00098971	chr15:39119892-39120388	-	497	7	8	3	10	23	9	244.391	442.457	144.459	331.806	1057.97	440.161
TCONS_00099076	chr15:44821636-44822033	-	398	4	5	0	1	11	15	174.39	345.322	0	41.4341	631.846	916.08
TCONS_00099120	chr15:55463835-55464613	-	779	5	0	0	11	16	4	111.372	0	0	232.861	469.552	124.81
TCONS_00099122	chr15:55467482-55468949	-	1468	12	16	9	9	12	7	141.84	299.593	146.722	101.101	186.877	115.904
TCONS_00099279	chr15:76502733-76503931	-	1199	9	15	16	19	18	12	130.247	343.882	319.36	261.322	343.206	243.269
TCONS_00099308	chr15:85207470-85207977	-	508	3	6	0	4	11	0	102.471	324.657	0	129.849	495.029	0
TCONS_00099323	chr15:95795443-95796718	-	1276	16	20	27	27	20	9	217.577	430.841	506.399	348.943	358.328	171.442
TCONS_00099327	chr15:96227489-96227965	-	477	0	0	3	3	11	0	0	0	150.516	103.716	527.2	0
TCONS_00099377	chr15:25685421-25685619	+	199	0	5	0	1	4	12	0	690.644	0	82.8682	459.524	1465.73
TCONS_00099400	chr15:35601481-35601862	+	382	6	2	3	0	1	10	272.541	143.914	187.948	0	59.8464	636.3
TCONS_00099421	chr15:39136437-39137368	+	932	6	19	17	16	13	25	111.707	560.37	436.528	283.103	318.881	652.002
TCONS_00099436	chr15:40373483-40373762	+	280	3	0	5	0	2	14	185.912	0	427.358	0	163.295	1215.33
TCONS_00099445	chr15:41243982-41244703	+	853	4	5	7	4	11	10	81.3682	161.123	196.394	77.3307	294.812	284.955
TCONS_00099466	chr15:42828943-42829315	+	373	12	2	13	17	8	18	558.234	147.387	834.092	751.59	490.323	1172.98
TCONS_00099538	chr15:56536320-56536724	+	405	6	6	0	6	1	11	257.063	407.224	0	244.308	56.4477	660.181
TCONS_00099551	chr15:57850120-57850507	+	388	1	3	4	6	1	11	44.7211	212.533	246.722	255.012	58.9209	689.106
TCONS_00099561	chr15:62428207-62428619	+	413	4	2	0	0	2	11	168.056	133.112	0	0	110.709	647.393
TCONS_00099562	chr15:62459077-62459584	+	508	7	6	4	4	7	18	239.099	324.657	188.441	129.849	315.018	861.259
TCONS_00099574	chr15:64386541-64386778	+	238	0	1	0	0	3	11	0	115.494	0	0	288.168	1123.42
TCONS_00099588	chr15:64755545-64755905	+	361	4	4	1	1	2	9	192.263	304.572	66.2937	45.6808	126.656	605.983
TCONS_00099589	chr15:64785002-64785643	+	642	24	12	7	18	8	24	648.664	513.787	260.941	462.358	284.876	908.66
TCONS_00099605	chr15:67176689-67176931	+	243	0	0	0	1	1	10	0	0	0	67.8632	94.0795	1000.27
TCONS_00099705	chr15:81301499-81301902	+	404	5	2	3	8	5	11	214.75	136.077	177.713	326.55	282.937	661.815
TCONS_00099706	chr15:81302387-81302751	+	365	2	2	6	5	2	15	95.0782	150.617	393.403	225.901	125.268	998.904
TCONS_00099707	chr15:81306098-81306537	+	440	1	3	2	2	6	11	39.4358	187.416	108.782	74.958	311.745	607.666
TCONS_00099787	chr15:95872767-95873428	+	662	13	3	4	4	6	22	340.745	124.566	144.604	99.6421	207.202	807.774
TCONS_00099788	chr15:95909736-95910057	+	322	6	0	0	2	2	10	323.325	0	0	102.427	141.996	754.865
TCONS_00099880	chr15:31617201-31617685	-	485	3	2	0	7	5	10	107.331	113.351	0	238.011	235.684	501.168
TCONS_00099893	chr15:34630978-34631690	-	713	13	9	11	11	9	14	316.372	346.969	369.218	254.416	288.572	477.269
TCONS_00099898	chr15:35481462-35481759	-	298	4	0	0	0	0	14	232.91	0	0	0	0	1141.92
TCONS_00099899	chr15:35506284-35506564	-	281	2	0	4	2	0	12	123.5	0	340.67	117.372	0	1038.01
TCONS_00100084	chr15:55463591-55463948	-	358	4	0	0	1	0	10	193.875	0	0	46.0636	0	678.957
TCONS_00100154	chr15:62411387-62411714	-	328	0	1	0	0	2	11	0	83.8038	0	0	139.398	815.162
TCONS_00100156	chr15:63333237-63333653	-	417	1	3	4	0	5	16	41.611	197.753	229.564	0	274.117	932.629
TCONS_00100206	chr15:69021774-69022037	-	264	1	2	0	2	0	10	65.7264	208.24	0	124.93	0	920.707
TCONS_00100207	chr15:69067543-69068162	-	620	6	5	0	12	3	18	167.92	221.674	0	319.176	110.619	705.677
TCONS_00100214	chr15:70935570-70935768	-	199	0	0	0	0	0	11	0	0	0	0	0	1343.58
TCONS_00100298	chr15:88999016-88999532	-	517	7	3	4	4	6	12	234.937	159.503	185.161	127.588	265.315	564.178
TCONS_00100315	chr15:95561075-95561522	-	448	9	11	5	1	0	8	348.585	674.92	267.099	36.8097	0	434.047
TCONS_00100316	chr15:95752631-95753049	-	419	10	18	3	8	19	11	414.123	1180.85	171.351	314.859	1036.67	638.122
TCONS_00100320	chr15:95769760-95770356	-	597	14	5	6	4	4	16	406.909	230.215	240.523	110.491	153.175	651.435
TCONS_00100348	chr15:102265138-102265536	-	399	1	4	5	1	1	12	43.4882	275.565	299.9	41.3302	57.2965	731.027
TCONS_00100792	chr16:8282182-8282517	+	336	10	0	0	0	0	0	516.422	0	0	0	0	0
TCONS_00100816	chr16:9216812-9217677	+	866	9	4	5	9	11	13	180.33	126.964	138.176	171.382	290.386	364.88
TCONS_00100818	chr16:9219153-9220021	+	869	14	4	8	11	7	11	279.545	126.525	220.318	208.744	184.153	307.679
TCONS_00100912	chr16:14151192-14151640	+	449	20	1	2	4	5	0	772.907	61.2197	106.601	146.911	254.58	0
TCONS_00101398	chr16:28543457-28543794	+	338	9	3	0	0	0	0	462.029	243.973	0	0	0	0
TCONS_00101770	chr16:47744320-47744815	+	496	13	1	3	1	6	0	454.784	55.4186	144.75	33.2475	276.548	0
TCONS_00102104	chr16:64903905-64904149	+	245	9	0	0	0	0	0	637.412	0	0	0	0	0
TCONS_00102496	chr16:73093468-73093835	+	368	10	1	6	1	7	1	471.516	74.6946	390.196	44.8119	434.862	66.0507
TCONS_00102863	chr16:85229079-85229799	+	721	10	0	1	3	6	2	240.663	0	33.1928	68.6162	190.247	67.4248
TCONS_00102894	chr16:86608425-86609100	+	676	12	2	4	5	6	9	308.02	81.3244	141.61	121.973	202.911	323.609
TCONS_00102895	chr16:86609278-86610674	+	1397	28	28	22	23	8	23	347.781	550.933	376.882	271.502	130.917	400.181
TCONS_00103862	chr16:22425292-22425654	-	363	12	7	10	15	16	5	573.612	530.065	659.285	681.437	1007.66	334.802
TCONS_00104099	chr16:29972481-29973032	-	552	10	7	1	1	1	4	314.344	348.575	43.3551	29.8746	41.4154	176.135
TCONS_00104234	chr16:32491924-32492231	-	308	11	0	0	1	0	0	619.706	0	0	53.5414	0	0
TCONS_00104578	chr16:64898573-64898858	-	286	10	0	0	0	0	0	606.705	0	0	0	0	0
TCONS_00104740	chr16:69217165-69217367	-	203	11	0	0	0	0	0	940.244	0	0	0	0	0
TCONS_00104749	chr16:69592974-69593176	-	203	14	1	0	0	2	0	1196.67	135.407	0	0	225.235	0
TCONS_00104750	chr16:69594953-69595336	-	384	10	0	1	3	0	5	451.869	0	62.323	128.834	0	316.493
TCONS_00105013	chr16:76715644-76715881	-	238	12	0	0	1	0	0	874.879	0	0	69.2889	0	0
TCONS_00105121	chr16:82362751-82362980	-	230	9	0	0	0	0	0	678.982	0	0	0	0	0
TCONS_00105173	chr16:85201938-85202241	-	304	13	0	0	2	3	0	742.017	0	0	108.492	225.605	0
TCONS_00105213	chr16:86985378-86985498	-	469	7	0	0	3	0	0	258.982	0	0	105.485	0	0
TCONS_00105214	chr16:86961421-86961647	-	227	13	4	0	1	4	0	993.714	484.364	0	72.6465	402.843	0
TCONS_00105313	chr16:89573596-89574092	-	497	14	8	3	6	9	7	488.782	442.457	144.459	199.084	413.988	342.347
TCONS_00105594	chr16:59232761-59233247	+	487	8	10	3	5	0	1	285.039	564.428	147.425	169.31	0	49.911
TCONS_00105664	chr16:80850017-80850625	+	609	1	11	4	0	2	1	28.4922	496.493	157.189	0	75.0782	39.9124
TCONS_00105752	chr16:2519457-2519881	-	425	0	11	1	6	1	2	0	711.445	56.3107	232.811	53.7913	114.384
TCONS_00106040	chr16:77781266-77782415	-	1150	4	17	14	9	8	0	60.354	406.339	291.346	129.058	159.035	0
TCONS_00106042	chr16:77789484-77790272	-	789	6	21	11	2	4	9	131.953	731.61	333.653	41.8017	115.9	277.262
TCONS_00106043	chr16:77794440-77794672	-	233	0	12	0	0	0	0	0	1415.67	0	0	0	0
TCONS_00106057	chr16:86869255-86870226	-	972	5	10	1	4	6	6	89.2581	282.795	24.6214	67.8632	141.119	150.041
TCONS_00106073	chr16:89938112-89938752	-	641	4	10	8	2	6	0	108.279	428.824	298.684	51.4532	213.991	0
TCONS_00106197	chr16:20715490-20716175	+	686	4	1	10	2	10	7	101.177	40.0694	348.863	48.078	333.255	248.027
TCONS_00106370	chr16:75695095-75695688	+	594	4	1	14	5	0	0	116.847	46.2755	564.055	138.811	0	0
TCONS_00106372	chr16:77619638-77620168	+	531	18	2	9	7	4	6	588.196	103.532	405.628	217.392	172.213	274.651
TCONS_00106417	chr16:86619553-86620366	+	814	6	7	19	8	3	7	127.9	236.38	558.61	162.071	84.2555	209.025
TCONS_00106521	chr16:21523864-21524209	-	346	4	15	19	7	7	5	200.599	1191.66	1314.19	333.628	462.512	351.252
TCONS_00106564	chr16:29542902-29543171	-	270	3	3	11	1	2	4	192.797	305.418	975.009	61.0769	169.343	360.099
TCONS_00106580	chr16:30291426-30291790	-	365	0	4	7	1	10	0	0	301.234	458.97	45.1802	626.338	0
TCONS_00106715	chr16:77597525-77597945	-	421	0	0	12	7	10	1	0	0	682.148	274.193	543.024	57.7355
TCONS_00106723	chr16:77780977-77781399	-	423	5	2	13	4	2	0	205.104	129.965	735.5	155.941	108.091	0
TCONS_00106725	chr16:77787687-77788207	-	521	4	2	18	4	5	6	133.219	105.519	826.826	126.609	219.398	279.923
TCONS_00107003	chr16:25275500-25276303	+	804	4	19	6	22	9	4	86.3272	649.583	178.597	451.24	255.91	120.929
TCONS_00107122	chr16:53537932-53538432	+	501	5	6	2	16	3	6	173.171	329.193	95.5371	526.651	136.894	291.098
TCONS_00107148	chr16:59232584-59233095	+	512	1	7	8	10	0	1	33.8902	375.807	373.938	322.085	0	47.4739
TCONS_00107151	chr16:62906829-62907491	+	663	0	1	1	11	0	0	0	41.4595	36.0966	273.602	0	0
TCONS_00107195	chr16:69503652-69504096	+	445	4	5	2	10	0	0	155.971	308.85	107.56	370.579	0	0
TCONS_00107359	chr16:85225622-85226078	+	457	1	0	0	13	0	0	37.9689	0	0	469.103	0	0
TCONS_00107480	chr16:14894385-14894689	-	305	3	0	0	11	0	0	170.673	0	0	594.749	0	0
TCONS_00107596	chr16:29295879-29296557	-	679	6	4	8	11	3	2	153.329	161.93	281.968	267.155	101.007	71.5954
TCONS_00107601	chr16:29426784-29427468	-	685	13	7	2	10	7	7	329.304	280.895	69.8745	240.741	233.619	248.389
TCONS_00107717	chr16:59343165-59343747	-	583	1	0	0	11	0	0	29.7629	0	0	311.147	0	0
TCONS_00107718	chr16:62318666-62318963	-	298	0	0	2	14	1	4	0	0	160.618	774.734	76.7158	326.264
TCONS_00107749	chr16:67754030-67754923	-	894	5	3	4	16	4	6	97.0457	92.2404	107.078	295.137	102.288	163.132
TCONS_00107798	chr16:71877520-71877733	-	214	2	0	0	9	0	1	162.166	0	0	693.537	0	113.582
TCONS_00107947	chr16:86939167-86939417	-	251	0	1	1	10	0	0	0	109.512	95.3467	657.003	0	0
TCONS_00107960	chr16:88635021-88636524	-	1504	29	17	27	23	9	18	334.575	310.698	429.631	252.186	136.803	290.904
TCONS_00108090	chr16:20710310-20711187	+	878	6	9	5	17	18	5	118.577	281.764	136.287	319.297	468.683	138.421
TCONS_00108095	chr16:20720496-20720989	+	494	0	2	5	6	13	6	0	111.286	242.227	200.293	601.614	295.223
TCONS_00108109	chr16:22202753-22203476	+	724	8	7	0	9	19	6	191.732	265.764	0	204.996	599.952	201.436
TCONS_00108143	chr16:29278158-29278686	+	529	1	4	0	2	11	3	32.8011	207.846	0	62.3469	475.377	137.845
TCONS_00108251	chr16:77619804-77621018	+	1215	26	22	11	17	13	9	371.314	497.718	216.669	230.735	244.607	180.049
TCONS_00108266	chr16:79872192-79872449	+	335	0	0	0	5	10	0	0	0	0	246.131	682.428	0
TCONS_00108394	chr16:21931224-21931552	-	329	7	1	1	2	13	3	369.187	83.549	72.7417	100.248	903.335	221.641
TCONS_00108441	chr16:30268641-30269228	-	588	4	5	3	7	15	2	118.039	233.738	122.102	196.319	583.197	82.6757
TCONS_00108488	chr16:65156648-65156916	-	269	0	4	3	2	11	0	0	408.738	266.9	122.608	934.85	0
TCONS_00108489	chr16:66388703-66389297	-	595	1	0	1	0	9	7	29.1626	0	40.2219	0	345.802	285.961
TCONS_00108516	chr16:70260294-70260573	-	280	2	0	3	3	18	2	123.941	0	256.415	176.687	1469.66	173.619
TCONS_00108565	chr16:77597426-77597765	-	340	0	0	5	2	10	0	0	0	351.942	97.0045	672.392	0
TCONS_00108566	chr16:77599331-77599746	-	416	3	0	2	10	18	6	125.133	0	115.058	396.413	989.192	350.577
TCONS_00108567	chr16:77602826-77603761	-	936	8	13	13	1	18	13	148.306	381.773	332.389	17.6183	439.641	337.592
TCONS_00108571	chr16:80625455-80625760	-	306	0	0	1	1	10	0	0	0	78.2093	53.8914	747.102	0
TCONS_00108573	chr16:81347462-81348348	-	887	32	23	13	22	24	29	625.994	712.757	350.751	409.016	618.57	794.693
TCONS_00108580	chr16:85801314-85801785	-	472	2	0	1	4	10	2	73.5245	0	50.7035	139.752	484.35	102.994
TCONS_00108587	chr16:87356963-87357182	-	220	1	1	1	2	13	0	78.8717	124.944	108.782	149.916	1350.9	0
TCONS_00108667	chr16:8742559-8742982	+	424	0	1	7	3	2	11	0	64.8293	395.104	116.68	107.836	630.597
TCONS_00108669	chr16:9216526-9217464	+	939	10	4	8	10	9	37	184.79	117.093	203.894	175.621	219.118	957.77
TCONS_00108670	chr16:9222873-9223257	+	385	0	2	2	2	1	16	0	142.793	124.322	85.6663	59.3801	1010.15
TCONS_00108698	chr16:14363303-14363641	+	339	3	0	1	5	2	10	153.556	0	70.596	243.227	134.875	717.01
TCONS_00108738	chr16:20721008-20721686	+	679	1	4	6	7	4	22	25.5549	161.93	211.476	170.008	134.676	787.55
TCONS_00108876	chr16:56514829-56515160	+	332	4	3	2	0	3	12	209.057	248.382	144.169	0	206.578	878.554
TCONS_00108892	chr16:59245091-59245904	+	814	3	7	1	5	6	18	63.95	236.38	29.4005	101.295	168.511	537.494
TCONS_00108894	chr16:64900340-64900561	+	222	0	4	0	0	0	12	0	495.273	0	0	0	1313.87
TCONS_00108951	chr16:71845152-71845572	+	421	0	3	3	1	5	11	0	195.874	170.537	39.1705	271.512	635.091
TCONS_00108957	chr16:73955972-73956185	+	214	0	0	0	0	0	8	0	0	0	0	0	908.66
TCONS_00109070	chr16:2726816-2727061	-	246	0	0	0	0	0	9	0	0	0	0	0	889.268
TCONS_00109076	chr16:3345793-3346255	-	463	8	6	4	2	3	13	299.815	356.211	206.756	71.2344	148.13	682.476
TCONS_00109115	chr16:4743162-4743415	-	254	0	0	1	0	0	9	0	0	94.2206	0	0	861.259
TCONS_00109121	chr16:8979415-8979961	-	547	0	3	0	5	3	12	0	150.755	0	150.738	125.382	533.236
TCONS_00109122	chr16:8981182-8981926	-	745	4	5	2	5	4	21	93.1639	184.481	64.2471	110.676	122.745	685.154
TCONS_00109173	chr16:21523017-21523318	-	302	6	3	8	10	0	13	344.737	273.056	633.961	546.052	0	1046.31
TCONS_00109179	chr16:21830819-21831614	-	796	74	42	34	81	69	45	1613.1	1450.35	1022.22	1678.08	1981.7	1374.12
TCONS_00109231	chr16:29421414-29421946	-	533	1	0	6	2	0	15	32.5549	0	269.404	61.879	0	684.052
TCONS_00109232	chr16:29432424-29432860	-	437	3	1	5	0	0	14	119.12	62.9008	273.822	0	0	778.703
TCONS_00109248	chr16:30538145-30538819	-	675	8	12	20	10	28	28	205.651	488.669	709.097	244.308	948.322	1008.28
TCONS_00109351	chr16:70264030-70264265	-	236	1	0	4	6	2	13	73.5245	0	405.628	419.257	193.74	1338.93
TCONS_00109384	chr16:73206219-73206569	-	351	0	0	0	0	4	10	0	0	0	0	260.528	692.497
TCONS_00109413	chr16:75547858-75548504	-	647	17	2	0	4	7	15	455.92	84.9695	0	101.952	247.34	563.524
TCONS_00109425	chr16:77615722-77615996	-	275	0	0	0	0	1	5	0	0	0	0	83.1321	441.939
TCONS_00110277	chr17:21271424-21271717	+	294	13	0	0	0	2	0	767.255	0	0	0	155.519	0
TCONS_00110404	chr17:27045507-27046102	+	596	17	2	3	0	7	8	494.933	92.2404	120.463	0	268.505	326.264
TCONS_00110636	chr17:29892242-29892683	+	442	14	11	2	8	2	3	549.604	684.081	108.29	298.475	103.445	164.977
TCONS_00110638	chr17:29894939-29895586	+	648	15	0	3	3	4	9	401.661	0	110.796	76.3461	141.119	337.592
TCONS_00110647	chr17:29909143-29909751	+	609	12	2	5	13	3	4	341.907	90.2714	196.486	352.02	112.617	159.65
TCONS_00110662	chr17:30331122-30331567	+	446	10	1	2	0	5	6	389.053	61.6315	107.319	0	256.293	326.995
TCONS_00110951	chr17:37709330-37709676	+	347	11	1	8	0	3	0	550.056	79.2151	551.747	0	197.648	0
TCONS_00110993	chr17:38259146-38259354	+	209	14	0	0	0	0	0	1162.32	0	0	0	0	0
TCONS_00111025	chr17:38999328-38999757	+	430	8	0	0	2	0	0	322.824	0	0	76.7012	0	0
TCONS_00111378	chr17:46145780-46146346	+	567	17	3	6	11	7	7	520.247	145.437	253.249	319.927	282.239	300.082
TCONS_00111562	chr17:48835931-48836548	+	618	11	2	6	11	3	9	308.85	88.9567	232.35	293.525	110.977	353.98
TCONS_00111659	chr17:55927648-55928230	+	583	21	7	1	10	0	4	625.021	330.04	41.0498	282.86	0	166.769
TCONS_00111821	chr17:60695586-60696535	+	950	16	4	1	7	2	9	292.24	115.737	25.1916	121.511	48.1291	230.274
TCONS_00111835	chr17:61051730-61052261	+	532	15	7	4	8	0	4	489.242	361.679	179.94	247.981	0	182.757
TCONS_00112127	chr17:68157758-68158917	+	1160	29	11	9	6	17	5	433.794	260.659	185.68	85.2971	335.037	104.77
TCONS_00112130	chr17:68178242-68179395	+	1154	16	4	4	19	0	15	240.579	95.2777	82.9533	271.512	0	315.944
TCONS_00112131	chr17:68193760-68194044	+	285	9	1	0	0	0	0	547.951	96.4478	0	0	0	0
TCONS_00112367	chr17:75230214-75230537	+	324	9	1	0	0	1	3	481.994	84.8384	0	0	70.5596	225.062
TCONS_00112388	chr17:75957559-75957899	+	341	10	0	4	4	8	3	508.85	0	280.728	193.44	536.336	213.842
TCONS_00112390	chr17:75960130-75961259	+	1130	22	8	6	15	9	3	337.822	194.603	127.073	218.904	182.081	64.5309
TCONS_00112905	chr17:5395231-5395439	-	209	10	0	3	0	1	0	830.228	0	343.522	0	109.384	0
TCONS_00113059	chr17:8057932-8059460	-	1529	43	10	5	26	11	6	487.983	179.775	78.2604	280.419	164.47	95.3825
TCONS_00113790	chr17:29034744-29035372	-	629	26	7	4	5	4	0	717.243	305.904	152.191	131.087	145.382	0
TCONS_00113857	chr17:32578479-32579085	-	607	15	6	6	2	1	5	428.792	271.706	236.56	54.3353	37.6628	200.22
TCONS_00113927	chr17:33841460-33841711	-	252	13	10	0	0	0	0	895.131	1090.78	0	0	0	0
TCONS_00113997	chr17:35141534-35141861	-	328	10	0	0	4	0	0	529.017	0	0	201.107	0	0
TCONS_00114105	chr17:36905417-36906021	-	605	14	5	7	5	12	7	401.529	227.171	276.9	136.287	453.448	281.234
TCONS_00114194	chr17:38271853-38272263	-	411	11	2	3	1	2	0	464.403	133.76	174.686	40.1235	111.247	0
TCONS_00114583	chr17:43651195-43651852	-	658	14	3	2	20	5	4	369.187	125.324	72.7417	501.239	173.718	147.761
TCONS_00114794	chr17:46661277-46661550	-	274	13	6	1	7	2	3	823.259	601.919	87.3432	421.297	166.871	266.131
TCONS_00114795	chr17:46662351-46662692	-	342	12	1	1	2	0	0	608.834	80.3732	69.9767	96.4372	0	0
TCONS_00114797	chr17:46666261-46666517	-	257	10	0	6	2	2	1	675.166	0	558.725	128.333	177.909	94.5784
TCONS_00114966	chr17:53265764-53265978	-	215	7	0	0	0	0	0	564.941	0	0	0	0	0
TCONS_00115284	chr17:62535378-62536144	-	767	29	16	9	7	6	2	656.064	573.406	280.819	150.502	178.837	63.3811
TCONS_00115408	chr17:67057428-67058145	-	718	27	22	10	35	23	20	652.504	842.239	333.315	803.867	732.327	677.066
TCONS_00115439	chr17:68141738-68142252	-	515	13	1	5	0	1	0	438.006	53.374	232.35	0	44.3909	0
TCONS_00115442	chr17:68179731-68180132	-	402	12	0	0	1	0	0	517.963	0	0	41.0218	0	0
TCONS_00115798	chr17:79315786-79316575	-	790	15	9	4	5	9	4	329.464	313.15	121.175	104.372	260.445	123.072
TCONS_00116189	chr17:37723041-37723253	+	243	19	12	5	12	8	25	1356.72	1357.41	492.429	814.359	752.636	2500.68
TCONS_00116241	chr17:46203450-46203693	+	244	0	10	0	6	3	3	0	1126.54	0	405.511	281.082	298.852
TCONS_00116266	chr17:53254718-53255288	+	571	0	10	0	1	2	2	0	481.395	0	28.8805	80.0747	85.1371
TCONS_00116298	chr17:61051920-61052654	+	735	12	15	2	12	0	4	283.294	560.972	65.1212	269.237	0	132.281
TCONS_00116346	chr17:64898761-64899090	+	330	0	10	0	0	0	0	0	832.959	0	0	0	0
TCONS_00116575	chr17:33841122-33841572	-	451	2	11	0	0	0	0	76.948	670.43	0	0	0	0
TCONS_00116621	chr17:42107819-42108512	-	694	3	22	9	15	10	11	75.0077	871.366	310.358	356.429	329.414	385.264
TCONS_00116641	chr17:43658055-43658635	-	581	4	10	0	6	1	2	119.461	473.109	0	170.301	39.3482	83.6718
TCONS_00116764	chr17:62957961-62958625	-	665	1	9	1	3	5	2	26.0929	372.013	35.988	74.3944	171.89	73.1027
TCONS_00116976	chr17:29359444-29359503	+	913	31	28	35	37	33	34	589.162	842.994	917.438	668.3	826.313	905.177
TCONS_00117053	chr17:37692982-37693485	+	504	5	3	18	16	1	3	172.141	163.617	854.715	523.516	45.3598	144.682
TCONS_00117114	chr17:48836082-48836702	+	621	7	2	7	13	4	3	195.592	88.527	269.765	345.217	147.255	117.423
TCONS_00117248	chr17:68157188-68158176	+	989	39	11	18	19	26	4	684.246	305.727	435.568	316.809	601.005	98.308
TCONS_00117285	chr17:75984637-75985092	+	456	5	5	11	2	0	4	190.261	301.399	577.308	72.3279	0	213.216
TCONS_00117297	chr17:79519792-79520445	+	654	15	20	13	11	13	23	397.976	840.6	475.713	277.368	454.43	854.821
TCONS_00117597	chr17:47269166-47269511	-	346	16	11	10	2	4	3	802.394	873.884	691.677	95.3223	264.293	210.751
TCONS_00117676	chr17:63118596-63118846	-	251	0	1	9	3	0	1	0	109.512	858.121	197.101	0	96.8393
TCONS_00117681	chr17:64295735-64296287	-	553	2	3	10	4	6	6	62.7551	149.119	432.767	119.282	248.043	263.725
TCONS_00117756	chr17:4852629-4852972	+	344	3	2	0	10	6	5	151.324	159.812	0	479.383	398.744	353.294
